task,sigma_s,sigma_r,wb,wg,wr,error
b,3,0.2,0.4,0.4,0.2,48169228
b,3,0.2,0.4,0.3,0.3,46442640
b,3,0.2,0.4,0.2,0.4,44558704
b,3,0.2,0.4,0.1,0.5,42342519
b,3,0.2,0.4,0.0,0.6,40173832
b,3,0.2,0.5,0.5,0.0,50357576
b,3,0.2,0.5,0.4,0.1,48773311
b,3,0.2,0.5,0.3,0.2,47169978
b,3,0.2,0.5,0.2,0.3,45284392
b,3,0.2,0.5,0.1,0.4,43033891
b,3,0.2,0.5,0.0,0.5,40872540
b,3,0.2,0.6,0.4,0.0,49671208
b,3,0.2,0.6,0.3,0.1,47910759
b,3,0.2,0.6,0.2,0.2,46181950
b,3,0.2,0.6,0.1,0.3,43922400
b,3,0.2,0.6,0.0,0.4,41403700
b,3,0.2,0.7,0.3,0.0,48822631
b,3,0.2,0.7,0.2,0.1,47203878
b,3,0.2,0.7,0.1,0.2,44979138
b,3,0.2,0.7,0.0,0.3,42346068
b,3,0.2,0.8,0.2,0.0,47677620
b,3,0.2,0.8,0.1,0.1,45835111
b,3,0.2,0.8,0.0,0.2,43271246
b,3,0.2,0.9,0.1,0.0,46024271
b,3,0.2,0.9,0.0,0.1,43887046
b,3,0.2,1.0,0.0,0.0,44144336
c,1,0.05,0.0,1.0,0.0,15160905
c,1,0.05,0.0,0.9,0.1,15101048
c,1,0.05,0.0,0.8,0.2,15001060
c,1,0.05,0.0,0.7,0.3,14834498
c,1,0.05,0.0,0.6,0.4,14667009
c,1,0.05,0.0,0.5,0.5,14440819
c,1,0.05,0.0,0.4,0.6,14226717
c,1,0.05,0.0,0.3,0.7,13933264
c,1,0.05,0.0,0.2,0.8,13639043
c,1,0.05,0.0,0.1,0.9,13313154
c,1,0.05,0.0,0.0,1.0,13003505
c,1,0.05,0.1,0.9,0.0,15191289
c,1,0.05,0.1,0.8,0.1,15114083
c,1,0.05,0.1,0.7,0.2,15022719
c,1,0.05,0.1,0.6,0.3,14844737
c,1,0.05,0.1,0.5,0.4,14687703
c,1,0.05,0.1,0.4,0.5,14483505
c,1,0.05,0.1,0.3,0.6,14232757
c,1,0.05,0.1,0.2,0.7,13995434
c,1,0.05,0.1,0.1,0.8,13695116
c,1,0.05,0.1,0.0,0.9,13357173
c,1,0.05,0.2,0.8,0.0,15169697
c,1,0.05,0.2,0.7,0.1,15134988
c,1,0.05,0.2,0.6,0.2,15048261
c,1,0.05,0.2,0.5,0.3,14885119
c,1,0.05,0.2,0.4,0.4,14731779
c,1,0.05,0.2,0.3,0.5,14489210
c,1,0.05,0.2,0.2,0.6,14273015
c,1,0.05,0.2,0.1,0.7,14023543
c,1,0.05,0.2,0.0,0.8,13751162
c,1,0.05,0.3,0.7,0.0,15172325
c,1,0.05,0.3,0.6,0.1,15104433
c,1,0.05,0.3,0.5,0.2,15036409
c,1,0.05,0.3,0.4,0.3,14918965
c,1,0.05,0.3,0.3,0.4,14758878
c,1,0.05,0.3,0.2,0.5,14536495
c,1,0.05,0.3,0.1,0.6,14318059
c,1,0.05,0.3,0.0,0.7,14099946
c,1,0.05,0.4,0.6,0.0,15170972
c,1,0.05,0.4,0.5,0.1,15128850
c,1,0.05,0.4,0.4,0.2,15026841
c,1,0.05,0.4,0.3,0.3,14941110
c,1,0.05,0.4,0.2,0.4,14770890
c,1,0.05,0.4,0.1,0.5,14575833
c,1,0.05,0.4,0.0,0.6,14347012
c,1,0.05,0.5,0.5,0.0,15134146
c,1,0.05,0.5,0.4,0.1,15121295
c,1,0.05,0.5,0.3,0.2,15036054
c,1,0.05,0.5,0.2,0.3,14939742
c,1,0.05,0.5,0.1,0.4,14781208
c,1,0.05,0.5,0.0,0.5,14582002
c,1,0.05,0.6,0.4,0.0,15153163
c,1,0.05,0.6,0.3,0.1,15108504
c,1,0.05,0.6,0.2,0.2,15061096
c,1,0.05,0.6,0.1,0.3,14945680
c,1,0.05,0.6,0.0,0.4,14794800
c,1,0.05,0.7,0.3,0.0,15125465
c,1,0.05,0.7,0.2,0.1,15102241
c,1,0.05,0.7,0.1,0.2,15054971
c,1,0.05,0.7,0.0,0.3,14968849
c,1,0.05,0.8,0.2,0.0,15122295
c,1,0.05,0.8,0.1,0.1,15104796
c,1,0.05,0.8,0.0,0.2,15057247
c,1,0.05,0.9,0.1,0.0,15092110
c,1,0.05,0.9,0.0,0.1,15086742
c,1,0.05,1.0,0.0,0.0,15077255
c,1,0.1,0.0,1.0,0.0,10963120
c,1,0.1,0.0,0.9,0.1,10892243
c,1,0.1,0.0,0.8,0.2,10817475
c,1,0.1,0.0,0.7,0.3,10712073
c,1,0.1,0.0,0.6,0.4,10597231
c,1,0.1,0.0,0.5,0.5,10426894
c,1,0.1,0.0,0.4,0.6,10243548
c,1,0.1,0.0,0.3,0.7,10012845
c,1,0.1,0.0,0.2,0.8,9750471
c,1,0.1,0.0,0.1,0.9,9448799
c,1,0.1,0.0,0.0,1.0,9154261
c,1,0.1,0.1,0.9,0.0,10977532
c,1,0.1,0.1,0.8,0.1,10932077
c,1,0.1,0.1,0.7,0.2,10848609
c,1,0.1,0.1,0.6,0.3,10739035
c,1,0.1,0.1,0.5,0.4,10619417
c,1,0.1,0.1,0.4,0.5,10469825
c,1,0.1,0.1,0.3,0.6,10294580
c,1,0.1,0.1,0.2,0.7,10071085
c,1,0.1,0.1,0.1,0.8,9808009
c,1,0.1,0.1,0.0,0.9,9521210
c,1,0.1,0.2,0.8,0.0,10987123
c,1,0.1,0.2,0.7,0.1,10936252
c,1,0.1,0.2,0.6,0.2,10870042
c,1,0.1,0.2,0.5,0.3,10772237
c,1,0.1,0.2,0.4,0.4,10662172
c,1,0.1,0.2,0.3,0.5,10498388
c,1,0.1,0.2,0.2,0.6,10324650
c,1,0.1,0.2,0.1,0.7,10117419
c,1,0.1,0.2,0.0,0.8,9861148
c,1,0.1,0.3,0.7,0.0,10974018
c,1,0.1,0.3,0.6,0.1,10944960
c,1,0.1,0.3,0.5,0.2,10875160
c,1,0.1,0.3,0.4,0.3,10786331
c,1,0.1,0.3,0.3,0.4,10678517
c,1,0.1,0.3,0.2,0.5,10551480
c,1,0.1,0.3,0.1,0.6,10359102
c,1,0.1,0.3,0.0,0.7,10164217
c,1,0.1,0.4,0.6,0.0,10984327
c,1,0.1,0.4,0.5,0.1,10959806
c,1,0.1,0.4,0.4,0.2,10900500
c,1,0.1,0.4,0.3,0.3,10808759
c,1,0.1,0.4,0.2,0.4,10689406
c,1,0.1,0.4,0.1,0.5,10564831
c,1,0.1,0.4,0.0,0.6,10404819
c,1,0.1,0.5,0.5,0.0,10991134
c,1,0.1,0.5,0.4,0.1,10967601
c,1,0.1,0.5,0.3,0.2,10891575
c,1,0.1,0.5,0.2,0.3,10824130
c,1,0.1,0.5,0.1,0.4,10714125
c,1,0.1,0.5,0.0,0.5,10581746
c,1,0.1,0.6,0.4,0.0,10992940
c,1,0.1,0.6,0.3,0.1,10978460
c,1,0.1,0.6,0.2,0.2,10911495
c,1,0.1,0.6,0.1,0.3,10840994
c,1,0.1,0.6,0.0,0.4,10728601
c,1,0.1,0.7,0.3,0.0,10984990
c,1,0.1,0.7,0.2,0.1,10963479
c,1,0.1,0.7,0.1,0.2,10933884
c,1,0.1,0.7,0.0,0.3,10845159
c,1,0.1,0.8,0.2,0.0,10967417
c,1,0.1,0.8,0.1,0.1,10962203
c,1,0.1,0.8,0.0,0.2,10918610
c,1,0.1,0.9,0.1,0.0,10970401
c,1,0.1,0.9,0.0,0.1,10950913
c,1,0.1,1.0,0.0,0.0,10962224
c,1,0.2,0.0,1.0,0.0,6345708
c,1,0.2,0.0,0.9,0.1,6304022
c,1,0.2,0.0,0.8,0.2,6255878
c,1,0.2,0.0,0.7,0.3,6190819
c,1,0.2,0.0,0.6,0.4,6100534
c,1,0.2,0.0,0.5,0.5,6000018
c,1,0.2,0.0,0.4,0.6,5883202
c,1,0.2,0.0,0.3,0.7,5734438
c,1,0.2,0.0,0.2,0.8,5559831
c,1,0.2,0.0,0.1,0.9,5349567
c,1,0.2,0.0,0.0,1.0,5088254
c,1,0.2,0.1,0.9,0.0,6355921
c,1,0.2,0.1,0.8,0.1,6324173
c,1,0.2,0.1,0.7,0.2,6274794
c,1,0.2,0.1,0.6,0.3,6214885
c,1,0.2,0.1,0.5,0.4,6126301
c,1,0.2,0.1,0.4,0.5,6030155
c,1,0.2,0.1,0.3,0.6,5910345
c,1,0.2,0.1,0.2,0.7,5763054
c,1,0.2,0.1,0.1,0.8,5598476
c,1,0.2,0.1,0.0,0.9,5394616
c,1,0.2,0.2,0.8,0.0,6370006
c,1,0.2,0.2,0.7,0.1,6332162
c,1,0.2,0.2,0.6,0.2,6291408
c,1,0.2,0.2,0.5,0.3,6241992
c,1,0.2,0.2,0.4,0.4,6163653
c,1,0.2,0.2,0.3,0.5,6050629
c,1,0.2,0.2,0.2,0.6,5937747
c,1,0.2,0.2,0.1,0.7,5795069
c,1,0.2,0.2,0.0,0.8,5624822
c,1,0.2,0.3,0.7,0.0,6377857
c,1,0.2,0.3,0.6,0.1,6352092
c,1,0.2,0.3,0.5,0.2,6312404
c,1,0.2,0.3,0.4,0.3,6256042
c,1,0.2,0.3,0.3,0.4,6172656
c,1,0.2,0.3,0.2,0.5,6090538
c,1,0.2,0.3,0.1,0.6,5967427
c,1,0.2,0.3,0.0,0.7,5830397
c,1,0.2,0.4,0.6,0.0,6398589
c,1,0.2,0.4,0.5,0.1,6367935
c,1,0.2,0.4,0.4,0.2,6338721
c,1,0.2,0.4,0.3,0.3,6274514
c,1,0.2,0.4,0.2,0.4,6200258
c,1,0.2,0.4,0.1,0.5,6109229
c,1,0.2,0.4,0.0,0.6,5998840
c,1,0.2,0.5,0.5,0.0,6391197
c,1,0.2,0.5,0.4,0.1,6381201
c,1,0.2,0.5,0.3,0.2,6339750
c,1,0.2,0.5,0.2,0.3,6286974
c,1,0.2,0.5,0.1,0.4,6223736
c,1,0.2,0.5,0.0,0.5,6132958
c,1,0.2,0.6,0.4,0.0,6393253
c,1,0.2,0.6,0.3,0.1,6389355
c,1,0.2,0.6,0.2,0.2,6348716
c,1,0.2,0.6,0.1,0.3,6292685
c,1,0.2,0.6,0.0,0.4,6227129
c,1,0.2,0.7,0.3,0.0,6389495
c,1,0.2,0.7,0.2,0.1,6391470
c,1,0.2,0.7,0.1,0.2,6346960
c,1,0.2,0.7,0.0,0.3,6290127
c,1,0.2,0.8,0.2,0.0,6386960
c,1,0.2,0.8,0.1,0.1,6393304
c,1,0.2,0.8,0.0,0.2,6351333
c,1,0.2,0.9,0.1,0.0,6376530
c,1,0.2,0.9,0.0,0.1,6383898
c,1,0.2,1.0,0.0,0.0,6373426
c,2,0.05,0.0,1.0,0.0,19305846
c,2,0.05,0.0,0.9,0.1,19143923
c,2,0.05,0.0,0.8,0.2,18989636
c,2,0.05,0.0,0.7,0.3,18770885
c,2,0.05,0.0,0.6,0.4,18550406
c,2,0.05,0.0,0.5,0.5,18296088
c,2,0.05,0.0,0.4,0.6,18017745
c,2,0.05,0.0,0.3,0.7,17730417
c,2,0.05,0.0,0.2,0.8,17408966
c,2,0.05,0.0,0.1,0.9,17087137
c,2,0.05,0.0,0.0,1.0,16816428
c,2,0.05,0.1,0.9,0.0,19301664
c,2,0.05,0.1,0.8,0.1,19189447
c,2,0.05,0.1,0.7,0.2,19032777
c,2,0.05,0.1,0.6,0.3,18839200
c,2,0.05,0.1,0.5,0.4,18620349
c,2,0.05,0.1,0.4,0.5,18392137
c,2,0.05,0.1,0.3,0.6,18083402
c,2,0.05,0.1,0.2,0.7,17829464
c,2,0.05,0.1,0.1,0.8,17499816
c,2,0.05,0.1,0.0,0.9,17188107
c,2,0.05,0.2,0.8,0.0,19350806
c,2,0.05,0.2,0.7,0.1,19213334
c,2,0.05,0.2,0.6,0.2,19071613
c,2,0.05,0.2,0.5,0.3,18888990
c,2,0.05,0.2,0.4,0.4,18738650
c,2,0.05,0.2,0.3,0.5,18457957
c,2,0.05,0.2,0.2,0.6,18223617
c,2,0.05,0.2,0.1,0.7,17939082
c,2,0.05,0.2,0.0,0.8,17620053
c,2,0.05,0.3,0.7,0.0,19369275
c,2,0.05,0.3,0.6,0.1,19255277
c,2,0.05,0.3,0.5,0.2,19119287
c,2,0.05,0.3,0.4,0.3,18981218
c,2,0.05,0.3,0.3,0.4,18797627
c,2,0.05,0.3,0.2,0.5,18577505
c,2,0.05,0.3,0.1,0.6,18319982
c,2,0.05,0.3,0.0,0.7,18048416
c,2,0.05,0.4,0.6,0.0,19390936
c,2,0.05,0.4,0.5,0.1,19318408
c,2,0.05,0.4,0.4,0.2,19178037
c,2,0.05,0.4,0.3,0.3,19037193
c,2,0.05,0.4,0.2,0.4,18846224
c,2,0.05,0.4,0.1,0.5,18658643
c,2,0.05,0.4,0.0,0.6,18414085
c,2,0.05,0.5,0.5,0.0,19433379
c,2,0.05,0.5,0.4,0.1,19335290
c,2,0.05,0.5,0.3,0.2,19219915
c,2,0.05,0.5,0.2,0.3,19121782
c,2,0.05,0.5,0.1,0.4,18953508
c,2,0.05,0.5,0.0,0.5,18752815
c,2,0.05,0.6,0.4,0.0,19459808
c,2,0.05,0.6,0.3,0.1,19383990
c,2,0.05,0.6,0.2,0.2,19307154
c,2,0.05,0.6,0.1,0.3,19173560
c,2,0.05,0.6,0.0,0.4,19025995
c,2,0.05,0.7,0.3,0.0,19512190
c,2,0.05,0.7,0.2,0.1,19441153
c,2,0.05,0.7,0.1,0.2,19366688
c,2,0.05,0.7,0.0,0.3,19260053
c,2,0.05,0.8,0.2,0.0,19551827
c,2,0.05,0.8,0.1,0.1,19525140
c,2,0.05,0.8,0.0,0.2,19438432
c,2,0.05,0.9,0.1,0.0,19603957
c,2,0.05,0.9,0.0,0.1,19570109
c,2,0.05,1.0,0.0,0.0,19628451
c,2,0.1,0.0,1.0,0.0,16100859
c,2,0.1,0.0,0.9,0.1,15998755
c,2,0.1,0.0,0.8,0.2,15846796
c,2,0.1,0.0,0.7,0.3,15662791
c,2,0.1,0.0,0.6,0.4,15448504
c,2,0.1,0.0,0.5,0.5,15192833
c,2,0.1,0.0,0.4,0.6,14917203
c,2,0.1,0.0,0.3,0.7,14542834
c,2,0.1,0.0,0.2,0.8,14149650
c,2,0.1,0.0,0.1,0.9,13669518
c,2,0.1,0.0,0.0,1.0,13181405
c,2,0.1,0.1,0.9,0.0,16131730
c,2,0.1,0.1,0.8,0.1,16024051
c,2,0.1,0.1,0.7,0.2,15887406
c,2,0.1,0.1,0.6,0.3,15732228
c,2,0.1,0.1,0.5,0.4,15509219
c,2,0.1,0.1,0.4,0.5,15271703
c,2,0.1,0.1,0.3,0.6,15003522
c,2,0.1,0.1,0.2,0.7,14676843
c,2,0.1,0.1,0.1,0.8,14251178
c,2,0.1,0.1,0.0,0.9,13777580
c,2,0.1,0.2,0.8,0.0,16161087
c,2,0.1,0.2,0.7,0.1,16080051
c,2,0.1,0.2,0.6,0.2,15934794
c,2,0.1,0.2,0.5,0.3,15787502
c,2,0.1,0.2,0.4,0.4,15603597
c,2,0.1,0.2,0.3,0.5,15337268
c,2,0.1,0.2,0.2,0.6,15079423
c,2,0.1,0.2,0.1,0.7,14761817
c,2,0.1,0.2,0.0,0.8,14368532
c,2,0.1,0.3,0.7,0.0,16172707
c,2,0.1,0.3,0.6,0.1,16099585
c,2,0.1,0.3,0.5,0.2,15968709
c,2,0.1,0.3,0.4,0.3,15822703
c,2,0.1,0.3,0.3,0.4,15645096
c,2,0.1,0.3,0.2,0.5,15426502
c,2,0.1,0.3,0.1,0.6,15153476
c,2,0.1,0.3,0.0,0.7,14854046
c,2,0.1,0.4,0.6,0.0,16199144
c,2,0.1,0.4,0.5,0.1,16122905
c,2,0.1,0.4,0.4,0.2,16019090
c,2,0.1,0.4,0.3,0.3,15877863
c,2,0.1,0.4,0.2,0.4,15690339
c,2,0.1,0.4,0.1,0.5,15489445
c,2,0.1,0.4,0.0,0.6,15243246
c,2,0.1,0.5,0.5,0.0,16206879
c,2,0.1,0.5,0.4,0.1,16153790
c,2,0.1,0.5,0.3,0.2,16035770
c,2,0.1,0.5,0.2,0.3,15926714
c,2,0.1,0.5,0.1,0.4,15757072
c,2,0.1,0.5,0.0,0.5,15556861
c,2,0.1,0.6,0.4,0.0,16220912
c,2,0.1,0.6,0.3,0.1,16169021
c,2,0.1,0.6,0.2,0.2,16089054
c,2,0.1,0.6,0.1,0.3,15958006
c,2,0.1,0.6,0.0,0.4,15801267
c,2,0.1,0.7,0.3,0.0,16207409
c,2,0.1,0.7,0.2,0.1,16189879
c,2,0.1,0.7,0.1,0.2,16108208
c,2,0.1,0.7,0.0,0.3,16002949
c,2,0.1,0.8,0.2,0.0,16219653
c,2,0.1,0.8,0.1,0.1,16207089
c,2,0.1,0.8,0.0,0.2,16141480
c,2,0.1,0.9,0.1,0.0,16227358
c,2,0.1,0.9,0.0,0.1,16217207
c,2,0.1,1.0,0.0,0.0,16233588
c,2,0.2,0.0,1.0,0.0,10627982
c,2,0.2,0.0,0.9,0.1,10534570
c,2,0.2,0.0,0.8,0.2,10443215
c,2,0.2,0.0,0.7,0.3,10305090
c,2,0.2,0.0,0.6,0.4,10158528
c,2,0.2,0.0,0.5,0.5,9961248
c,2,0.2,0.0,0.4,0.6,9735708
c,2,0.2,0.0,0.3,0.7,9462167
c,2,0.2,0.0,0.2,0.8,9137720
c,2,0.2,0.0,0.1,0.9,8753964
c,2,0.2,0.0,0.0,1.0,8272160
c,2,0.2,0.1,0.9,0.0,10645160
c,2,0.2,0.1,0.8,0.1,10570936
c,2,0.2,0.1,0.7,0.2,10475687
c,2,0.2,0.1,0.6,0.3,10344838
c,2,0.2,0.1,0.5,0.4,10198736
c,2,0.2,0.1,0.4,0.5,10012771
c,2,0.2,0.1,0.3,0.6,9807109
c,2,0.2,0.1,0.2,0.7,9554478
c,2,0.2,0.1,0.1,0.8,9224344
c,2,0.2,0.1,0.0,0.9,8862171
c,2,0.2,0.2,0.8,0.0,10666822
c,2,0.2,0.2,0.7,0.1,10595990
c,2,0.2,0.2,0.6,0.2,10507726
c,2,0.2,0.2,0.5,0.3,10386833
c,2,0.2,0.2,0.4,0.4,10243097
c,2,0.2,0.2,0.3,0.5,10075656
c,2,0.2,0.2,0.2,0.6,9873877
c,2,0.2,0.2,0.1,0.7,9626990
c,2,0.2,0.2,0.0,0.8,9329499
c,2,0.2,0.3,0.7,0.0,10676936
c,2,0.2,0.3,0.6,0.1,10631549
c,2,0.2,0.3,0.5,0.2,10546774
c,2,0.2,0.3,0.4,0.3,10435083
c,2,0.2,0.3,0.3,0.4,10294082
c,2,0.2,0.3,0.2,0.5,10121013
c,2,0.2,0.3,0.1,0.6,9943314
c,2,0.2,0.3,0.0,0.7,9696587
c,2,0.2,0.4,0.6,0.0,10681809
c,2,0.2,0.4,0.5,0.1,10651275
c,2,0.2,0.4,0.4,0.2,10578656
c,2,0.2,0.4,0.3,0.3,10472438
c,2,0.2,0.4,0.2,0.4,10338794
c,2,0.2,0.4,0.1,0.5,10189524
c,2,0.2,0.4,0.0,0.6,9993558
c,2,0.2,0.5,0.5,0.0,10700234
c,2,0.2,0.5,0.4,0.1,10668216
c,2,0.2,0.5,0.3,0.2,10607988
c,2,0.2,0.5,0.2,0.3,10512084
c,2,0.2,0.5,0.1,0.4,10383543
c,2,0.2,0.5,0.0,0.5,10244782
c,2,0.2,0.6,0.4,0.0,10703653
c,2,0.2,0.6,0.3,0.1,10680554
c,2,0.2,0.6,0.2,0.2,10630248
c,2,0.2,0.6,0.1,0.3,10551979
c,2,0.2,0.6,0.0,0.4,10419923
c,2,0.2,0.7,0.3,0.0,10708076
c,2,0.2,0.7,0.2,0.1,10700030
c,2,0.2,0.7,0.1,0.2,10646228
c,2,0.2,0.7,0.0,0.3,10578819
c,2,0.2,0.8,0.2,0.0,10720109
c,2,0.2,0.8,0.1,0.1,10703735
c,2,0.2,0.8,0.0,0.2,10666508
c,2,0.2,0.9,0.1,0.0,10720132
c,2,0.2,0.9,0.0,0.1,10720541
c,2,0.2,1.0,0.0,0.0,10735721
c,3,0.05,0.0,1.0,0.0,21057798
c,3,0.05,0.0,0.9,0.1,20854528
c,3,0.05,0.0,0.8,0.2,20663621
c,3,0.05,0.0,0.7,0.3,20434918
c,3,0.05,0.0,0.6,0.4,20176773
c,3,0.05,0.0,0.5,0.5,19876198
c,3,0.05,0.0,0.4,0.6,19589505
c,3,0.05,0.0,0.3,0.7,19241857
c,3,0.05,0.0,0.2,0.8,18859674
c,3,0.05,0.0,0.1,0.9,18566247
c,3,0.05,0.0,0.0,1.0,18344934
c,3,0.05,0.1,0.9,0.0,21074338
c,3,0.05,0.1,0.8,0.1,20932405
c,3,0.05,0.1,0.7,0.2,20733764
c,3,0.05,0.1,0.6,0.3,20501300
c,3,0.05,0.1,0.5,0.4,20263004
c,3,0.05,0.1,0.4,0.5,19963396
c,3,0.05,0.1,0.3,0.6,19710347
c,3,0.05,0.1,0.2,0.7,19371516
c,3,0.05,0.1,0.1,0.8,19008240
c,3,0.05,0.1,0.0,0.9,18686486
c,3,0.05,0.2,0.8,0.0,21146214
c,3,0.05,0.2,0.7,0.1,20969090
c,3,0.05,0.2,0.6,0.2,20784217
c,3,0.05,0.2,0.5,0.3,20584817
c,3,0.05,0.2,0.4,0.4,20376701
c,3,0.05,0.2,0.3,0.5,20084559
c,3,0.05,0.2,0.2,0.6,19824058
c,3,0.05,0.2,0.1,0.7,19487852
c,3,0.05,0.2,0.0,0.8,19141858
c,3,0.05,0.3,0.7,0.0,21184143
c,3,0.05,0.3,0.6,0.1,21012185
c,3,0.05,0.3,0.5,0.2,20876575
c,3,0.05,0.3,0.4,0.3,20687587
c,3,0.05,0.3,0.3,0.4,20486654
c,3,0.05,0.3,0.2,0.5,20195183
c,3,0.05,0.3,0.1,0.6,19945368
c,3,0.05,0.3,0.0,0.7,19632173
c,3,0.05,0.4,0.6,0.0,21234438
c,3,0.05,0.4,0.5,0.1,21094717
c,3,0.05,0.4,0.4,0.2,20945993
c,3,0.05,0.4,0.3,0.3,20783140
c,3,0.05,0.4,0.2,0.4,20566993
c,3,0.05,0.4,0.1,0.5,20326161
c,3,0.05,0.4,0.0,0.6,20088292
c,3,0.05,0.5,0.5,0.0,21298914
c,3,0.05,0.5,0.4,0.1,21164147
c,3,0.05,0.5,0.3,0.2,21011361
c,3,0.05,0.5,0.2,0.3,20867576
c,3,0.05,0.5,0.1,0.4,20688950
c,3,0.05,0.5,0.0,0.5,20446658
c,3,0.05,0.6,0.4,0.0,21375138
c,3,0.05,0.6,0.3,0.1,21237764
c,3,0.05,0.6,0.2,0.2,21125569
c,3,0.05,0.6,0.1,0.3,20955529
c,3,0.05,0.6,0.0,0.4,20783086
c,3,0.05,0.7,0.3,0.0,21437002
c,3,0.05,0.7,0.2,0.1,21322005
c,3,0.05,0.7,0.1,0.2,21229168
c,3,0.05,0.7,0.0,0.3,21063384
c,3,0.05,0.8,0.2,0.0,21475454
c,3,0.05,0.8,0.1,0.1,21420823
c,3,0.05,0.8,0.0,0.2,21309538
c,3,0.05,0.9,0.1,0.0,21552650
c,3,0.05,0.9,0.0,0.1,21493842
c,3,0.05,1.0,0.0,0.0,21623808
c,3,0.1,0.0,1.0,0.0,18549472
c,3,0.1,0.0,0.9,0.1,18411947
c,3,0.1,0.0,0.8,0.2,18223526
c,3,0.1,0.0,0.7,0.3,17986735
c,3,0.1,0.0,0.6,0.4,17724513
c,3,0.1,0.0,0.5,0.5,17379000
c,3,0.1,0.0,0.4,0.6,17022058
c,3,0.1,0.0,0.3,0.7,16587773
c,3,0.1,0.0,0.2,0.8,16093163
c,3,0.1,0.0,0.1,0.9,15536291
c,3,0.1,0.0,0.0,1.0,14952907
c,3,0.1,0.1,0.9,0.0,18590149
c,3,0.1,0.1,0.8,0.1,18471002
c,3,0.1,0.1,0.7,0.2,18297153
c,3,0.1,0.1,0.6,0.3,18071988
c,3,0.1,0.1,0.5,0.4,17808191
c,3,0.1,0.1,0.4,0.5,17509641
c,3,0.1,0.1,0.3,0.6,17155803
c,3,0.1,0.1,0.2,0.7,16731650
c,3,0.1,0.1,0.1,0.8,16260993
c,3,0.1,0.1,0.0,0.9,15697789
c,3,0.1,0.2,0.8,0.0,18624011
c,3,0.1,0.2,0.7,0.1,18541255
c,3,0.1,0.2,0.6,0.2,18344663
c,3,0.1,0.2,0.5,0.3,18145643
c,3,0.1,0.2,0.4,0.4,17920555
c,3,0.1,0.2,0.3,0.5,17620118
c,3,0.1,0.2,0.2,0.6,17288168
c,3,0.1,0.2,0.1,0.7,16875816
c,3,0.1,0.2,0.0,0.8,16401116
c,3,0.1,0.3,0.7,0.0,18665790
c,3,0.1,0.3,0.6,0.1,18562688
c,3,0.1,0.3,0.5,0.2,18410984
c,3,0.1,0.3,0.4,0.3,18230274
c,3,0.1,0.3,0.3,0.4,18009486
c,3,0.1,0.3,0.2,0.5,17703476
c,3,0.1,0.3,0.1,0.6,17381622
c,3,0.1,0.3,0.0,0.7,17024404
c,3,0.1,0.4,0.6,0.0,18692117
c,3,0.1,0.4,0.5,0.1,18605451
c,3,0.1,0.4,0.4,0.2,18478363
c,3,0.1,0.4,0.3,0.3,18294152
c,3,0.1,0.4,0.2,0.4,18082175
c,3,0.1,0.4,0.1,0.5,17827469
c,3,0.1,0.4,0.0,0.6,17519074
c,3,0.1,0.5,0.5,0.0,18709495
c,3,0.1,0.5,0.4,0.1,18641130
c,3,0.1,0.5,0.3,0.2,18519867
c,3,0.1,0.5,0.2,0.3,18387672
c,3,0.1,0.5,0.1,0.4,18174941
c,3,0.1,0.5,0.0,0.5,17920949
c,3,0.1,0.6,0.4,0.0,18734140
c,3,0.1,0.6,0.3,0.1,18683941
c,3,0.1,0.6,0.2,0.2,18593776
c,3,0.1,0.6,0.1,0.3,18449689
c,3,0.1,0.6,0.0,0.4,18247041
c,3,0.1,0.7,0.3,0.0,18751565
c,3,0.1,0.7,0.2,0.1,18721191
c,3,0.1,0.7,0.1,0.2,18633602
c,3,0.1,0.7,0.0,0.3,18493694
c,3,0.1,0.8,0.2,0.0,18791990
c,3,0.1,0.8,0.1,0.1,18746146
c,3,0.1,0.8,0.0,0.2,18669159
c,3,0.1,0.9,0.1,0.0,18813398
c,3,0.1,0.9,0.0,0.1,18782423
c,3,0.1,1.0,0.0,0.0,18819692
c,3,0.2,0.0,1.0,0.0,13111781
c,3,0.2,0.0,0.9,0.1,13009984
c,3,0.2,0.0,0.8,0.2,12871955
c,3,0.2,0.0,0.7,0.3,12692105
c,3,0.2,0.0,0.6,0.4,12480253
c,3,0.2,0.0,0.5,0.5,12215826
c,3,0.2,0.0,0.4,0.6,11912802
c,3,0.2,0.0,0.3,0.7,11534415
c,3,0.2,0.0,0.2,0.8,11104941
c,3,0.2,0.0,0.1,0.9,10572978
c,3,0.2,0.0,0.0,1.0,9935869
c,3,0.2,0.1,0.9,0.0,13146882
c,3,0.2,0.1,0.8,0.1,13063736
c,3,0.2,0.1,0.7,0.2,12933333
c,3,0.2,0.1,0.6,0.3,12757807
c,3,0.2,0.1,0.5,0.4,12552932
c,3,0.2,0.1,0.4,0.5,12315863
c,3,0.2,0.1,0.3,0.6,12015352
c,3,0.2,0.1,0.2,0.7,11668805
c,3,0.2,0.1,0.1,0.8,11251337
c,3,0.2,0.1,0.0,0.9,10761486
c,3,0.2,0.2,0.8,0.0,13183530
c,3,0.2,0.2,0.7,0.1,13110918
c,3,0.2,0.2,0.6,0.2,12990411
c,3,0.2,0.2,0.5,0.3,12841067
c,3,0.2,0.2,0.4,0.4,12631237
c,3,0.2,0.2,0.3,0.5,12401027
c,3,0.2,0.2,0.2,0.6,12129799
