task,sigma_s,sigma_r,wb,wg,wr,error
a,3,0.2,0.6,0.3,0.1,6722718
a,3,0.2,0.6,0.2,0.2,6735666
a,3,0.2,0.6,0.1,0.3,6745974
a,3,0.2,0.6,0.0,0.4,6681785
a,3,0.2,0.7,0.3,0.0,6311401
a,3,0.2,0.7,0.2,0.1,6406062
a,3,0.2,0.7,0.1,0.2,6423830
a,3,0.2,0.7,0.0,0.3,6391174
a,3,0.2,0.8,0.2,0.0,5938506
a,3,0.2,0.8,0.1,0.1,5992134
a,3,0.2,0.8,0.0,0.2,5978519
a,3,0.2,0.9,0.1,0.0,5402822
a,3,0.2,0.9,0.0,0.1,5409213
a,3,0.2,1.0,0.0,0.0,4523281
b,1,0.05,0.0,1.0,0.0,20379540
b,1,0.05,0.0,0.9,0.1,19062338
b,1,0.05,0.0,0.8,0.2,17928825
b,1,0.05,0.0,0.7,0.3,16864595
b,1,0.05,0.0,0.6,0.4,15917320
b,1,0.05,0.0,0.5,0.5,14989946
b,1,0.05,0.0,0.4,0.6,14079883
b,1,0.05,0.0,0.3,0.7,13175393
b,1,0.05,0.0,0.2,0.8,12325744
b,1,0.05,0.0,0.1,0.9,11425502
b,1,0.05,0.0,0.0,1.0,10627161
b,1,0.05,0.1,0.9,0.0,19290263
b,1,0.05,0.1,0.8,0.1,18122274
b,1,0.05,0.1,0.7,0.2,17110046
b,1,0.05,0.1,0.6,0.3,16194285
b,1,0.05,0.1,0.5,0.4,15309924
b,1,0.05,0.1,0.4,0.5,14360537
b,1,0.05,0.1,0.3,0.6,13528313
b,1,0.05,0.1,0.2,0.7,12649438
b,1,0.05,0.1,0.1,0.8,11680553
b,1,0.05,0.1,0.0,0.9,11013396
b,1,0.05,0.2,0.8,0.0,18320460
b,1,0.05,0.2,0.7,0.1,17298005
b,1,0.05,0.2,0.6,0.2,16348307
b,1,0.05,0.2,0.5,0.3,15438457
b,1,0.05,0.2,0.4,0.4,14589872
b,1,0.05,0.2,0.3,0.5,13669381
b,1,0.05,0.2,0.2,0.6,12910515
b,1,0.05,0.2,0.1,0.7,12005440
b,1,0.05,0.2,0.0,0.8,11287793
b,1,0.05,0.3,0.7,0.0,17523424
b,1,0.05,0.3,0.6,0.1,16565576
b,1,0.05,0.3,0.5,0.2,15613656
b,1,0.05,0.3,0.4,0.3,14830450
b,1,0.05,0.3,0.3,0.4,13942634
b,1,0.05,0.3,0.2,0.5,13158539
b,1,0.05,0.3,0.1,0.6,12260698
b,1,0.05,0.3,0.0,0.7,11595728
b,1,0.05,0.4,0.6,0.0,16639918
b,1,0.05,0.4,0.5,0.1,15817184
b,1,0.05,0.4,0.4,0.2,15065679
b,1,0.05,0.4,0.3,0.3,14179843
b,1,0.05,0.4,0.2,0.4,13455443
b,1,0.05,0.4,0.1,0.5,12556367
b,1,0.05,0.4,0.0,0.6,11851997
b,1,0.05,0.5,0.5,0.0,16006226
b,1,0.05,0.5,0.4,0.1,15176254
b,1,0.05,0.5,0.3,0.2,14339976
b,1,0.05,0.5,0.2,0.3,13596220
b,1,0.05,0.5,0.1,0.4,12801495
b,1,0.05,0.5,0.0,0.5,12129497
b,1,0.05,0.6,0.4,0.0,15413685
b,1,0.05,0.6,0.3,0.1,14575565
b,1,0.05,0.6,0.2,0.2,13816701
b,1,0.05,0.6,0.1,0.3,13050042
b,1,0.05,0.6,0.0,0.4,12304947
b,1,0.05,0.7,0.3,0.0,14694512
b,1,0.05,0.7,0.2,0.1,13986576
b,1,0.05,0.7,0.1,0.2,13282650
b,1,0.05,0.7,0.0,0.3,12516197
b,1,0.05,0.8,0.2,0.0,14122008
b,1,0.05,0.8,0.1,0.1,13417366
b,1,0.05,0.8,0.0,0.2,12665713
b,1,0.05,0.9,0.1,0.0,13527242
b,1,0.05,0.9,0.0,0.1,12844874
b,1,0.05,1.0,0.0,0.0,13054938
b,1,0.1,0.0,1.0,0.0,26891728
b,1,0.1,0.0,0.9,0.1,25819649
b,1,0.1,0.0,0.8,0.2,24677873
b,1,0.1,0.0,0.7,0.3,23432102
b,1,0.1,0.0,0.6,0.4,22444944
b,1,0.1,0.0,0.5,0.5,21254639
b,1,0.1,0.0,0.4,0.6,20070158
b,1,0.1,0.0,0.3,0.7,19002556
b,1,0.1,0.0,0.2,0.8,17778492
b,1,0.1,0.0,0.1,0.9,16588159
b,1,0.1,0.0,0.0,1.0,15380910
b,1,0.1,0.1,0.9,0.0,26100307
b,1,0.1,0.1,0.8,0.1,24924888
b,1,0.1,0.1,0.7,0.2,23770770
b,1,0.1,0.1,0.6,0.3,22643768
b,1,0.1,0.1,0.5,0.4,21608587
b,1,0.1,0.1,0.4,0.5,20403338
b,1,0.1,0.1,0.3,0.6,19299296
b,1,0.1,0.1,0.2,0.7,18157095
b,1,0.1,0.1,0.1,0.8,16963971
b,1,0.1,0.1,0.0,0.9,15796269
b,1,0.1,0.2,0.8,0.0,25238891
b,1,0.1,0.2,0.7,0.1,24038295
b,1,0.1,0.2,0.6,0.2,22928644
b,1,0.1,0.2,0.5,0.3,21856443
b,1,0.1,0.2,0.4,0.4,20712245
b,1,0.1,0.2,0.3,0.5,19582278
b,1,0.1,0.2,0.2,0.6,18529994
b,1,0.1,0.2,0.1,0.7,17321923
b,1,0.1,0.2,0.0,0.8,16211052
b,1,0.1,0.3,0.7,0.0,24376905
b,1,0.1,0.3,0.6,0.1,23252657
b,1,0.1,0.3,0.5,0.2,22100319
b,1,0.1,0.3,0.4,0.3,21097642
b,1,0.1,0.3,0.3,0.4,19856719
b,1,0.1,0.3,0.2,0.5,18759772
b,1,0.1,0.3,0.1,0.6,17648743
b,1,0.1,0.3,0.0,0.7,16523164
b,1,0.1,0.4,0.6,0.0,23490842
b,1,0.1,0.4,0.5,0.1,22365881
b,1,0.1,0.4,0.4,0.2,21372887
b,1,0.1,0.4,0.3,0.3,20186207
b,1,0.1,0.4,0.2,0.4,19075502
b,1,0.1,0.4,0.1,0.5,17991284
b,1,0.1,0.4,0.0,0.6,16857651
b,1,0.1,0.5,0.5,0.0,22707403
b,1,0.1,0.5,0.4,0.1,21607589
b,1,0.1,0.5,0.3,0.2,20492284
b,1,0.1,0.5,0.2,0.3,19322099
b,1,0.1,0.5,0.1,0.4,18261036
b,1,0.1,0.5,0.0,0.5,17167210
b,1,0.1,0.6,0.4,0.0,21924807
b,1,0.1,0.6,0.3,0.1,20728707
b,1,0.1,0.6,0.2,0.2,19688676
b,1,0.1,0.6,0.1,0.3,18532529
b,1,0.1,0.6,0.0,0.4,17489131
b,1,0.1,0.7,0.3,0.0,21055185
b,1,0.1,0.7,0.2,0.1,20024901
b,1,0.1,0.7,0.1,0.2,18891731
b,1,0.1,0.7,0.0,0.3,17775352
b,1,0.1,0.8,0.2,0.0,20267257
b,1,0.1,0.8,0.1,0.1,19135342
b,1,0.1,0.8,0.0,0.2,18056251
b,1,0.1,0.9,0.1,0.0,19406099
b,1,0.1,0.9,0.0,0.1,18358225
b,1,0.1,1.0,0.0,0.0,18697364
b,1,0.2,0.0,1.0,0.0,31181590
b,1,0.2,0.0,0.9,0.1,30725381
b,1,0.2,0.0,0.8,0.2,30039604
b,1,0.2,0.0,0.7,0.3,29192147
b,1,0.2,0.0,0.6,0.4,28298342
b,1,0.2,0.0,0.5,0.5,27300321
b,1,0.2,0.0,0.4,0.6,26386105
b,1,0.2,0.0,0.3,0.7,25527332
b,1,0.2,0.0,0.2,0.8,24511916
b,1,0.2,0.0,0.1,0.9,23369280
b,1,0.2,0.0,0.0,1.0,22177411
b,1,0.2,0.1,0.9,0.0,30886071
b,1,0.2,0.1,0.8,0.1,30244925
b,1,0.2,0.1,0.7,0.2,29501517
b,1,0.2,0.1,0.6,0.3,28575790
b,1,0.2,0.1,0.5,0.4,27616248
b,1,0.2,0.1,0.4,0.5,26704097
b,1,0.2,0.1,0.3,0.6,25789215
b,1,0.2,0.1,0.2,0.7,24818631
b,1,0.2,0.1,0.1,0.8,23817623
b,1,0.2,0.1,0.0,0.9,22570929
b,1,0.2,0.2,0.8,0.0,30395125
b,1,0.2,0.2,0.7,0.1,29667140
b,1,0.2,0.2,0.6,0.2,28849625
b,1,0.2,0.2,0.5,0.3,27918172
b,1,0.2,0.2,0.4,0.4,27019713
b,1,0.2,0.2,0.3,0.5,26103917
b,1,0.2,0.2,0.2,0.6,25205201
b,1,0.2,0.2,0.1,0.7,24140296
b,1,0.2,0.2,0.0,0.8,22998091
b,1,0.2,0.3,0.7,0.0,29821477
b,1,0.2,0.3,0.6,0.1,29056629
b,1,0.2,0.3,0.5,0.2,28153635
b,1,0.2,0.3,0.4,0.3,27324747
b,1,0.2,0.3,0.3,0.4,26451584
b,1,0.2,0.3,0.2,0.5,25495559
b,1,0.2,0.3,0.1,0.6,24476292
b,1,0.2,0.3,0.0,0.7,23320339
b,1,0.2,0.4,0.6,0.0,29197658
b,1,0.2,0.4,0.5,0.1,28361226
b,1,0.2,0.4,0.4,0.2,27607907
b,1,0.2,0.4,0.3,0.3,26769853
b,1,0.2,0.4,0.2,0.4,25797845
b,1,0.2,0.4,0.1,0.5,24768827
b,1,0.2,0.4,0.0,0.6,23676436
b,1,0.2,0.5,0.5,0.0,28518670
b,1,0.2,0.5,0.4,0.1,27765511
b,1,0.2,0.5,0.3,0.2,27035226
b,1,0.2,0.5,0.2,0.3,26084941
b,1,0.2,0.5,0.1,0.4,25082163
b,1,0.2,0.5,0.0,0.5,24022201
b,1,0.2,0.6,0.4,0.0,27908672
b,1,0.2,0.6,0.3,0.1,27163735
b,1,0.2,0.6,0.2,0.2,26364789
b,1,0.2,0.6,0.1,0.3,25378075
b,1,0.2,0.6,0.0,0.4,24302879
b,1,0.2,0.7,0.3,0.0,27304038
b,1,0.2,0.7,0.2,0.1,26562693
b,1,0.2,0.7,0.1,0.2,25633481
b,1,0.2,0.7,0.0,0.3,24586364
b,1,0.2,0.8,0.2,0.0,26647968
b,1,0.2,0.8,0.1,0.1,25813082
b,1,0.2,0.8,0.0,0.2,24822286
b,1,0.2,0.9,0.1,0.0,25857637
b,1,0.2,0.9,0.0,0.1,25001784
b,1,0.2,1.0,0.0,0.0,25146643
b,2,0.05,0.0,1.0,0.0,25541403
b,2,0.05,0.0,0.9,0.1,23633297
b,2,0.05,0.0,0.8,0.2,21791808
b,2,0.05,0.0,0.7,0.3,20211613
b,2,0.05,0.0,0.6,0.4,18996272
b,2,0.05,0.0,0.5,0.5,17776195
b,2,0.05,0.0,0.4,0.6,16637898
b,2,0.05,0.0,0.3,0.7,15656595
b,2,0.05,0.0,0.2,0.8,14667680
b,2,0.05,0.0,0.1,0.9,13691408
b,2,0.05,0.0,0.0,1.0,12799885
b,2,0.05,0.1,0.9,0.0,23925504
b,2,0.05,0.1,0.8,0.1,22076488
b,2,0.05,0.1,0.7,0.2,20475483
b,2,0.05,0.1,0.6,0.3,19204944
b,2,0.05,0.1,0.5,0.4,18012845
b,2,0.05,0.1,0.4,0.5,16826640
b,2,0.05,0.1,0.3,0.6,15870885
b,2,0.05,0.1,0.2,0.7,14862390
b,2,0.05,0.1,0.1,0.8,13855280
b,2,0.05,0.1,0.0,0.9,13023685
b,2,0.05,0.2,0.8,0.0,22448167
b,2,0.05,0.2,0.7,0.1,20747537
b,2,0.05,0.2,0.6,0.2,19433471
b,2,0.05,0.2,0.5,0.3,18077196
b,2,0.05,0.2,0.4,0.4,16985770
b,2,0.05,0.2,0.3,0.5,15826518
b,2,0.05,0.2,0.2,0.6,15025615
b,2,0.05,0.2,0.1,0.7,13994555
b,2,0.05,0.2,0.0,0.8,13138640
b,2,0.05,0.3,0.7,0.0,21267977
b,2,0.05,0.3,0.6,0.1,19720164
b,2,0.05,0.3,0.5,0.2,18235153
b,2,0.05,0.3,0.4,0.3,17220063
b,2,0.05,0.3,0.3,0.4,15961084
b,2,0.05,0.3,0.2,0.5,15034656
b,2,0.05,0.3,0.1,0.6,14062460
b,2,0.05,0.3,0.0,0.7,13266358
b,2,0.05,0.4,0.6,0.0,19794009
b,2,0.05,0.4,0.5,0.1,18446765
b,2,0.05,0.4,0.4,0.2,17430871
b,2,0.05,0.4,0.3,0.3,16208956
b,2,0.05,0.4,0.2,0.4,15279599
b,2,0.05,0.4,0.1,0.5,14300231
b,2,0.05,0.4,0.0,0.6,13437939
b,2,0.05,0.5,0.5,0.0,18820824
b,2,0.05,0.5,0.4,0.1,17593266
b,2,0.05,0.5,0.3,0.2,16359626
b,2,0.05,0.5,0.2,0.3,15415465
b,2,0.05,0.5,0.1,0.4,14510767
b,2,0.05,0.5,0.0,0.5,13702048
b,2,0.05,0.6,0.4,0.0,18088432
b,2,0.05,0.6,0.3,0.1,16783432
b,2,0.05,0.6,0.2,0.2,15798869
b,2,0.05,0.6,0.1,0.3,14805588
b,2,0.05,0.6,0.0,0.4,13913416
b,2,0.05,0.7,0.3,0.0,17043770
b,2,0.05,0.7,0.2,0.1,16104657
b,2,0.05,0.7,0.1,0.2,15177404
b,2,0.05,0.7,0.0,0.3,14174414
b,2,0.05,0.8,0.2,0.0,16397947
b,2,0.05,0.8,0.1,0.1,15353267
b,2,0.05,0.8,0.0,0.2,14381627
b,2,0.05,0.9,0.1,0.0,15660002
b,2,0.05,0.9,0.0,0.1,14711478
b,2,0.05,1.0,0.0,0.0,15095123
b,2,0.1,0.0,1.0,0.0,37692274
b,2,0.1,0.0,0.9,0.1,35532608
b,2,0.1,0.0,0.8,0.2,33338103
b,2,0.1,0.0,0.7,0.3,31340676
b,2,0.1,0.0,0.6,0.4,29752708
b,2,0.1,0.0,0.5,0.5,27780349
b,2,0.1,0.0,0.4,0.6,25812748
b,2,0.1,0.0,0.3,0.7,24248140
b,2,0.1,0.0,0.2,0.8,22311992
b,2,0.1,0.0,0.1,0.9,20476695
b,2,0.1,0.0,0.0,1.0,18851749
b,2,0.1,0.1,0.9,0.0,36166594
b,2,0.1,0.1,0.8,0.1,33981897
b,2,0.1,0.1,0.7,0.2,32036115
b,2,0.1,0.1,0.6,0.3,30222135
b,2,0.1,0.1,0.5,0.4,28671992
b,2,0.1,0.1,0.4,0.5,26644857
b,2,0.1,0.1,0.3,0.6,24887533
b,2,0.1,0.1,0.2,0.7,23048769
b,2,0.1,0.1,0.1,0.8,21248524
b,2,0.1,0.1,0.0,0.9,19452504
b,2,0.1,0.2,0.8,0.0,34821870
b,2,0.1,0.2,0.7,0.1,32922502
b,2,0.1,0.2,0.6,0.2,31004881
b,2,0.1,0.2,0.5,0.3,29261523
b,2,0.1,0.2,0.4,0.4,27307413
b,2,0.1,0.2,0.3,0.5,25477745
b,2,0.1,0.2,0.2,0.6,23836221
b,2,0.1,0.2,0.1,0.7,21927260
b,2,0.1,0.2,0.0,0.8,20151012
b,2,0.1,0.3,0.7,0.0,33853790
b,2,0.1,0.3,0.6,0.1,31880372
b,2,0.1,0.3,0.5,0.2,29918583
b,2,0.1,0.3,0.4,0.3,28243427
b,2,0.1,0.3,0.3,0.4,26128270
b,2,0.1,0.3,0.2,0.5,24286465
b,2,0.1,0.3,0.1,0.6,22473173
b,2,0.1,0.3,0.0,0.7,20644133
b,2,0.1,0.4,0.6,0.0,32574041
b,2,0.1,0.4,0.5,0.1,30654144
b,2,0.1,0.4,0.4,0.2,29033293
b,2,0.1,0.4,0.3,0.3,26947759
b,2,0.1,0.4,0.2,0.4,25021684
b,2,0.1,0.4,0.1,0.5,23178540
b,2,0.1,0.4,0.0,0.6,21300208
b,2,0.1,0.5,0.5,0.0,31549918
b,2,0.1,0.5,0.4,0.1,29600428
b,2,0.1,0.5,0.3,0.2,27660048
b,2,0.1,0.5,0.2,0.3,25565982
b,2,0.1,0.5,0.1,0.4,23645538
b,2,0.1,0.5,0.0,0.5,21899252
b,2,0.1,0.6,0.4,0.0,30529125
b,2,0.1,0.6,0.3,0.1,28327943
b,2,0.1,0.6,0.2,0.2,26459780
b,2,0.1,0.6,0.1,0.3,24325337
b,2,0.1,0.6,0.0,0.4,22429792
b,2,0.1,0.7,0.3,0.0,29075652
b,2,0.1,0.7,0.2,0.1,27368903
b,2,0.1,0.7,0.1,0.2,25246282
b,2,0.1,0.7,0.0,0.3,23185270
b,2,0.1,0.8,0.2,0.0,27899075
b,2,0.1,0.8,0.1,0.1,25862589
b,2,0.1,0.8,0.0,0.2,23821934
b,2,0.1,0.9,0.1,0.0,26634815
b,2,0.1,0.9,0.0,0.1,24667681
b,2,0.1,1.0,0.0,0.0,25505452
b,2,0.2,0.0,1.0,0.0,46206940
b,2,0.2,0.0,0.9,0.1,45079275
b,2,0.2,0.0,0.8,0.2,43889716
b,2,0.2,0.0,0.7,0.3,42593376
b,2,0.2,0.0,0.6,0.4,41281142
b,2,0.2,0.0,0.5,0.5,39718789
b,2,0.2,0.0,0.4,0.6,38144967
b,2,0.2,0.0,0.3,0.7,36626866
b,2,0.2,0.0,0.2,0.8,34804074
b,2,0.2,0.0,0.1,0.9,32744122
b,2,0.2,0.0,0.0,1.0,30727286
b,2,0.2,0.1,0.9,0.0,45425708
b,2,0.2,0.1,0.8,0.1,44297069
b,2,0.2,0.1,0.7,0.2,42991863
b,2,0.2,0.1,0.6,0.3,41590360
b,2,0.2,0.1,0.5,0.4,40282464
b,2,0.2,0.1,0.4,0.5,38664452
b,2,0.2,0.1,0.3,0.6,36988774
b,2,0.2,0.1,0.2,0.7,35428600
b,2,0.2,0.1,0.1,0.8,33565671
b,2,0.2,0.1,0.0,0.9,31449499
b,2,0.2,0.2,0.8,0.0,44693713
b,2,0.2,0.2,0.7,0.1,43452006
b,2,0.2,0.2,0.6,0.2,42058012
b,2,0.2,0.2,0.5,0.3,40709333
b,2,0.2,0.2,0.4,0.4,39148212
b,2,0.2,0.2,0.3,0.5,37469660
b,2,0.2,0.2,0.2,0.6,36020957
b,2,0.2,0.2,0.1,0.7,34212266
b,2,0.2,0.2,0.0,0.8,32232580
b,2,0.2,0.3,0.7,0.0,43867954
b,2,0.2,0.3,0.6,0.1,42545118
b,2,0.2,0.3,0.5,0.2,41085935
b,2,0.2,0.3,0.4,0.3,39668848
b,2,0.2,0.3,0.3,0.4,38071007
b,2,0.2,0.3,0.2,0.5,36369151
b,2,0.2,0.3,0.1,0.6,34755953
b,2,0.2,0.3,0.0,0.7,32820133
b,2,0.2,0.4,0.6,0.0,42968274
b,2,0.2,0.4,0.5,0.1,41538829
b,2,0.2,0.4,0.4,0.2,40230828
b,2,0.2,0.4,0.3,0.3,38636231
b,2,0.2,0.4,0.2,0.4,36967323
b,2,0.2,0.4,0.1,0.5,35177807
b,2,0.2,0.4,0.0,0.6,33419609
b,2,0.2,0.5,0.5,0.0,42010724
b,2,0.2,0.5,0.4,0.1,40562436
b,2,0.2,0.5,0.3,0.2,39187841
b,2,0.2,0.5,0.2,0.3,37532356
b,2,0.2,0.5,0.1,0.4,35754571
b,2,0.2,0.5,0.0,0.5,34035617
b,2,0.2,0.6,0.4,0.0,41053924
b,2,0.2,0.6,0.3,0.1,39553487
b,2,0.2,0.6,0.2,0.2,38164793
b,2,0.2,0.6,0.1,0.3,36399079
b,2,0.2,0.6,0.0,0.4,34531795
b,2,0.2,0.7,0.3,0.0,39976963
b,2,0.2,0.7,0.2,0.1,38668562
b,2,0.2,0.7,0.1,0.2,37053547
b,2,0.2,0.7,0.0,0.3,35147832
b,2,0.2,0.8,0.2,0.0,38827691
b,2,0.2,0.8,0.1,0.1,37445335
b,2,0.2,0.8,0.0,0.2,35652530
b,2,0.2,0.9,0.1,0.0,37544506
b,2,0.2,0.9,0.0,0.1,36000861
b,2,0.2,1.0,0.0,0.0,36226064
b,3,0.05,0.0,1.0,0.0,28441900
b,3,0.05,0.0,0.9,0.1,26254606
b,3,0.05,0.0,0.8,0.2,23927507
b,3,0.05,0.0,0.7,0.3,21992409
b,3,0.05,0.0,0.6,0.4,20652598
b,3,0.05,0.0,0.5,0.5,19285194
b,3,0.05,0.0,0.4,0.6,18049309
b,3,0.05,0.0,0.3,0.7,17126913
b,3,0.05,0.0,0.2,0.8,16103568
b,3,0.05,0.0,0.1,0.9,15075081
b,3,0.05,0.0,0.0,1.0,14177143
b,3,0.05,0.1,0.9,0.0,26837771
b,3,0.05,0.1,0.8,0.1,24439240
b,3,0.05,0.1,0.7,0.2,22385883
b,3,0.05,0.1,0.6,0.3,20779938
b,3,0.05,0.1,0.5,0.4,19450951
b,3,0.05,0.1,0.4,0.5,18069301
b,3,0.05,0.1,0.3,0.6,17027061
b,3,0.05,0.1,0.2,0.7,15960161
b,3,0.05,0.1,0.1,0.8,14882728
b,3,0.05,0.1,0.0,0.9,13987238
b,3,0.05,0.2,0.8,0.0,25057352
b,3,0.05,0.2,0.7,0.1,22792444
b,3,0.05,0.2,0.6,0.2,20978375
b,3,0.05,0.2,0.5,0.3,19373884
b,3,0.05,0.2,0.4,0.4,18060411
b,3,0.05,0.2,0.3,0.5,16813995
b,3,0.05,0.2,0.2,0.6,16051132
b,3,0.05,0.2,0.1,0.7,14849441
b,3,0.05,0.2,0.0,0.8,13945124
b,3,0.05,0.3,0.7,0.0,23621378
b,3,0.05,0.3,0.6,0.1,21505413
b,3,0.05,0.3,0.5,0.2,19590290
b,3,0.05,0.3,0.4,0.3,18329472
b,3,0.05,0.3,0.3,0.4,16882784
b,3,0.05,0.3,0.2,0.5,15763209
b,3,0.05,0.3,0.1,0.6,14687836
b,3,0.05,0.3,0.0,0.7,13814809
b,3,0.05,0.4,0.6,0.0,21558064
b,3,0.05,0.4,0.5,0.1,19725882
b,3,0.05,0.4,0.4,0.2,18576239
b,3,0.05,0.4,0.3,0.3,17114148
b,3,0.05,0.4,0.2,0.4,15920537
b,3,0.05,0.4,0.1,0.5,14862444
b,3,0.05,0.4,0.0,0.6,13960492
b,3,0.05,0.5,0.5,0.0,20243659
b,3,0.05,0.5,0.4,0.1,18680233
b,3,0.05,0.5,0.3,0.2,17181857
b,3,0.05,0.5,0.2,0.3,16049102
b,3,0.05,0.5,0.1,0.4,15048345
b,3,0.05,0.5,0.0,0.5,14273069
b,3,0.05,0.6,0.4,0.0,19446317
b,3,0.05,0.6,0.3,0.1,17854668
b,3,0.05,0.6,0.2,0.2,16628828
b,3,0.05,0.6,0.1,0.3,15490606
b,3,0.05,0.6,0.0,0.4,14466102
b,3,0.05,0.7,0.3,0.0,18238986
b,3,0.05,0.7,0.2,0.1,17202932
b,3,0.05,0.7,0.1,0.2,16049717
b,3,0.05,0.7,0.0,0.3,14883877
b,3,0.05,0.8,0.2,0.0,17623916
b,3,0.05,0.8,0.1,0.1,16306129
b,3,0.05,0.8,0.0,0.2,15143586
b,3,0.05,0.9,0.1,0.0,16861077
b,3,0.05,0.9,0.0,0.1,15719044
b,3,0.05,1.0,0.0,0.0,16291024
b,3,0.1,0.0,1.0,0.0,46245401
b,3,0.1,0.0,0.9,0.1,42981476
b,3,0.1,0.0,0.8,0.2,39448658
b,3,0.1,0.0,0.7,0.3,36429384
b,3,0.1,0.0,0.6,0.4,34284665
b,3,0.1,0.0,0.5,0.5,31743009
b,3,0.1,0.0,0.4,0.6,29369353
b,3,0.1,0.0,0.3,0.7,27545889
b,3,0.1,0.0,0.2,0.8,25188701
b,3,0.1,0.0,0.1,0.9,23020899
b,3,0.1,0.0,0.0,1.0,21146806
b,3,0.1,0.1,0.9,0.0,43809882
b,3,0.1,0.1,0.8,0.1,40439211
b,3,0.1,0.1,0.7,0.2,37519475
b,3,0.1,0.1,0.6,0.3,35072208
b,3,0.1,0.1,0.5,0.4,33193980
b,3,0.1,0.1,0.4,0.5,30673456
b,3,0.1,0.1,0.3,0.6,28519548
b,3,0.1,0.1,0.2,0.7,26293716
b,3,0.1,0.1,0.1,0.8,24029625
b,3,0.1,0.1,0.0,0.9,21887081
b,3,0.1,0.2,0.8,0.0,41567357
b,3,0.1,0.2,0.7,0.1,38817760
b,3,0.1,0.2,0.6,0.2,36322328
b,3,0.1,0.2,0.5,0.3,34155313
b,3,0.1,0.2,0.4,0.4,31728774
b,3,0.1,0.2,0.3,0.5,29491551
b,3,0.1,0.2,0.2,0.6,27553594
b,3,0.1,0.2,0.1,0.7,25116326
b,3,0.1,0.2,0.0,0.8,22892410
b,3,0.1,0.3,0.7,0.0,39953886
b,3,0.1,0.3,0.6,0.1,37503527
b,3,0.1,0.3,0.5,0.2,35090846
b,3,0.1,0.3,0.4,0.3,33048562
b,3,0.1,0.3,0.3,0.4,30429644
b,3,0.1,0.3,0.2,0.5,28027701
b,3,0.1,0.3,0.1,0.6,25816105
b,3,0.1,0.3,0.0,0.7,23437045
b,3,0.1,0.4,0.6,0.0,38322041
b,3,0.1,0.4,0.5,0.1,36006251
b,3,0.1,0.4,0.4,0.2,34088293
b,3,0.1,0.4,0.3,0.3,31525145
b,3,0.1,0.4,0.2,0.4,28979675
b,3,0.1,0.4,0.1,0.5,26585004
b,3,0.1,0.4,0.0,0.6,24246936
b,3,0.1,0.5,0.5,0.0,37128719
b,3,0.1,0.5,0.4,0.1,34831840
b,3,0.1,0.5,0.3,0.2,32485079
b,3,0.1,0.5,0.2,0.3,29725087
b,3,0.1,0.5,0.1,0.4,27174608
b,3,0.1,0.5,0.0,0.5,24953695
b,3,0.1,0.6,0.4,0.0,36030860
b,3,0.1,0.6,0.3,0.1,33390074
b,3,0.1,0.6,0.2,0.2,30968155
b,3,0.1,0.6,0.1,0.3,28169443
b,3,0.1,0.6,0.0,0.4,25568938
b,3,0.1,0.7,0.3,0.0,34329866
b,3,0.1,0.7,0.2,0.1,32265180
b,3,0.1,0.7,0.1,0.2,29474573
b,3,0.1,0.7,0.0,0.3,26673217
b,3,0.1,0.8,0.2,0.0,32884299
b,3,0.1,0.8,0.1,0.1,30355929
b,3,0.1,0.8,0.0,0.2,27564656
b,3,0.1,0.9,0.1,0.0,31395842
b,3,0.1,0.9,0.0,0.1,28889864
b,3,0.1,1.0,0.0,0.0,30037141
b,3,0.2,0.0,1.0,0.0,54687824
b,3,0.2,0.0,0.9,0.1,53404786
b,3,0.2,0.0,0.8,0.2,52007672
b,3,0.2,0.0,0.7,0.3,50613340
b,3,0.2,0.0,0.6,0.4,49158510
b,3,0.2,0.0,0.5,0.5,47568763
b,3,0.2,0.0,0.4,0.6,45873372
b,3,0.2,0.0,0.3,0.7,44210711
b,3,0.2,0.0,0.2,0.8,42071653
b,3,0.2,0.0,0.1,0.9,39578171
b,3,0.2,0.0,0.0,1.0,37012282
b,3,0.2,0.1,0.9,0.0,53821196
b,3,0.2,0.1,0.8,0.1,52443722
b,3,0.2,0.1,0.7,0.2,50983955
b,3,0.2,0.1,0.6,0.3,49441531
b,3,0.2,0.1,0.5,0.4,48042666
b,3,0.2,0.1,0.4,0.5,46396275
b,3,0.2,0.1,0.3,0.6,44618004
b,3,0.2,0.1,0.2,0.7,42875765
b,3,0.2,0.1,0.1,0.8,40568088
b,3,0.2,0.1,0.0,0.9,37963354
b,3,0.2,0.2,0.8,0.0,52925335
b,3,0.2,0.2,0.7,0.1,51499697
b,3,0.2,0.2,0.6,0.2,49941629
b,3,0.2,0.2,0.5,0.3,48494892
b,3,0.2,0.2,0.4,0.4,46875126
b,3,0.2,0.2,0.3,0.5,45122355
b,3,0.2,0.2,0.2,0.6,43543122
b,3,0.2,0.2,0.1,0.7,41352296
b,3,0.2,0.2,0.0,0.8,38850980
b,3,0.2,0.3,0.7,0.0,52041349
b,3,0.2,0.3,0.6,0.1,50542320
b,3,0.2,0.3,0.5,0.2,48937612
b,3,0.2,0.3,0.4,0.3,47460801
b,3,0.2,0.3,0.3,0.4,45776871
b,3,0.2,0.3,0.2,0.5,43897830
b,3,0.2,0.3,0.1,0.6,41956420
b,3,0.2,0.3,0.0,0.7,39483932
b,3,0.2,0.4,0.6,0.0,51144710
b,3,0.2,0.4,0.5,0.1,49597981
