task,sigma_s,sigma_r,wb,wg,wr,error
a,3,0.2,0.6,0.4,0.0,23770693
a,3,0.2,0.6,0.3,0.1,24524115
a,3,0.2,0.6,0.2,0.2,25052017
a,3,0.2,0.6,0.1,0.3,25323540
a,3,0.2,0.6,0.0,0.4,25715264
a,3,0.2,0.7,0.3,0.0,22384474
a,3,0.2,0.7,0.2,0.1,23088957
a,3,0.2,0.7,0.1,0.2,23562900
a,3,0.2,0.7,0.0,0.3,24145425
a,3,0.2,0.8,0.2,0.0,20635938
a,3,0.2,0.8,0.1,0.1,21520476
a,3,0.2,0.8,0.0,0.2,22016305
a,3,0.2,0.9,0.1,0.0,18320283
a,3,0.2,0.9,0.0,0.1,19394215
a,3,0.2,1.0,0.0,0.0,14289656
b,1,0.05,0.0,1.0,0.0,36002355
b,1,0.05,0.0,0.9,0.1,36019976
b,1,0.05,0.0,0.8,0.2,35981548
b,1,0.05,0.0,0.7,0.3,35915177
b,1,0.05,0.0,0.6,0.4,35829698
b,1,0.05,0.0,0.5,0.5,35705925
b,1,0.05,0.0,0.4,0.6,35453866
b,1,0.05,0.0,0.3,0.7,35302770
b,1,0.05,0.0,0.2,0.8,35042296
b,1,0.05,0.0,0.1,0.9,34830308
b,1,0.05,0.0,0.0,1.0,34604833
b,1,0.05,0.1,0.9,0.0,35750528
b,1,0.05,0.1,0.8,0.1,35714915
b,1,0.05,0.1,0.7,0.2,35602773
b,1,0.05,0.1,0.6,0.3,35489262
b,1,0.05,0.1,0.5,0.4,35364965
b,1,0.05,0.1,0.4,0.5,35264518
b,1,0.05,0.1,0.3,0.6,35092551
b,1,0.05,0.1,0.2,0.7,34868537
b,1,0.05,0.1,0.1,0.8,34677683
b,1,0.05,0.1,0.0,0.9,34382200
b,1,0.05,0.2,0.8,0.0,35394158
b,1,0.05,0.2,0.7,0.1,35338081
b,1,0.05,0.2,0.6,0.2,35159665
b,1,0.05,0.2,0.5,0.3,35086760
b,1,0.05,0.2,0.4,0.4,34983821
b,1,0.05,0.2,0.3,0.5,34844756
b,1,0.05,0.2,0.2,0.6,34684544
b,1,0.05,0.2,0.1,0.7,34485637
b,1,0.05,0.2,0.0,0.8,34229549
b,1,0.05,0.3,0.7,0.0,35003382
b,1,0.05,0.3,0.6,0.1,34905642
b,1,0.05,0.3,0.5,0.2,34757399
b,1,0.05,0.3,0.4,0.3,34658918
b,1,0.05,0.3,0.3,0.4,34592007
b,1,0.05,0.3,0.2,0.5,34427992
b,1,0.05,0.3,0.1,0.6,34297785
b,1,0.05,0.3,0.0,0.7,34030849
b,1,0.05,0.4,0.6,0.0,34591859
b,1,0.05,0.4,0.5,0.1,34469427
b,1,0.05,0.4,0.4,0.2,34387379
b,1,0.05,0.4,0.3,0.3,34317009
b,1,0.05,0.4,0.2,0.4,34147072
b,1,0.05,0.4,0.1,0.5,34031240
b,1,0.05,0.4,0.0,0.6,33844232
b,1,0.05,0.5,0.5,0.0,34221338
b,1,0.05,0.5,0.4,0.1,34087516
b,1,0.05,0.5,0.3,0.2,34002458
b,1,0.05,0.5,0.2,0.3,33927505
b,1,0.05,0.5,0.1,0.4,33792721
b,1,0.05,0.5,0.0,0.5,33648875
b,1,0.05,0.6,0.4,0.0,33841852
b,1,0.05,0.6,0.3,0.1,33766277
b,1,0.05,0.6,0.2,0.2,33695013
b,1,0.05,0.6,0.1,0.3,33561624
b,1,0.05,0.6,0.0,0.4,33442289
b,1,0.05,0.7,0.3,0.0,33495837
b,1,0.05,0.7,0.2,0.1,33421948
b,1,0.05,0.7,0.1,0.2,33370070
b,1,0.05,0.7,0.0,0.3,33214636
b,1,0.05,0.8,0.2,0.0,33200507
b,1,0.05,0.8,0.1,0.1,33148172
b,1,0.05,0.8,0.0,0.2,33012130
b,1,0.05,0.9,0.1,0.0,32925080
b,1,0.05,0.9,0.0,0.1,32790775
b,1,0.05,1.0,0.0,0.0,32652312
b,1,0.1,0.0,1.0,0.0,35623217
b,1,0.1,0.0,0.9,0.1,35625558
b,1,0.1,0.0,0.8,0.2,35607824
b,1,0.1,0.0,0.7,0.3,35557040
b,1,0.1,0.0,0.6,0.4,35479438
b,1,0.1,0.0,0.5,0.5,35343912
b,1,0.1,0.0,0.4,0.6,35177485
b,1,0.1,0.0,0.3,0.7,34952180
b,1,0.1,0.0,0.2,0.8,34688966
b,1,0.1,0.0,0.1,0.9,34394087
b,1,0.1,0.0,0.0,1.0,34064045
b,1,0.1,0.1,0.9,0.0,35364034
b,1,0.1,0.1,0.8,0.1,35367131
b,1,0.1,0.1,0.7,0.2,35287860
b,1,0.1,0.1,0.6,0.3,35254262
b,1,0.1,0.1,0.5,0.4,35106822
b,1,0.1,0.1,0.4,0.5,34972258
b,1,0.1,0.1,0.3,0.6,34798537
b,1,0.1,0.1,0.2,0.7,34539254
b,1,0.1,0.1,0.1,0.8,34276242
b,1,0.1,0.1,0.0,0.9,33915330
b,1,0.1,0.2,0.8,0.0,35070659
b,1,0.1,0.2,0.7,0.1,35022227
b,1,0.1,0.2,0.6,0.2,34959602
b,1,0.1,0.2,0.5,0.3,34870734
b,1,0.1,0.2,0.4,0.4,34745311
b,1,0.1,0.2,0.3,0.5,34570658
b,1,0.1,0.2,0.2,0.6,34381690
b,1,0.1,0.2,0.1,0.7,34133128
b,1,0.1,0.2,0.0,0.8,33778628
b,1,0.1,0.3,0.7,0.0,34719807
b,1,0.1,0.3,0.6,0.1,34669644
b,1,0.1,0.3,0.5,0.2,34607210
b,1,0.1,0.3,0.4,0.3,34474763
b,1,0.1,0.3,0.3,0.4,34357196
b,1,0.1,0.3,0.2,0.5,34169667
b,1,0.1,0.3,0.1,0.6,33925211
b,1,0.1,0.3,0.0,0.7,33647888
b,1,0.1,0.4,0.6,0.0,34393397
b,1,0.1,0.4,0.5,0.1,34300365
b,1,0.1,0.4,0.4,0.2,34244385
b,1,0.1,0.4,0.3,0.3,34099073
b,1,0.1,0.4,0.2,0.4,33967410
b,1,0.1,0.4,0.1,0.5,33757673
b,1,0.1,0.4,0.0,0.6,33500847
b,1,0.1,0.5,0.5,0.0,34022849
b,1,0.1,0.5,0.4,0.1,33948805
b,1,0.1,0.5,0.3,0.2,33870625
b,1,0.1,0.5,0.2,0.3,33717032
b,1,0.1,0.5,0.1,0.4,33549502
b,1,0.1,0.5,0.0,0.5,33326752
b,1,0.1,0.6,0.4,0.0,33692465
b,1,0.1,0.6,0.3,0.1,33620517
b,1,0.1,0.6,0.2,0.2,33512803
b,1,0.1,0.6,0.1,0.3,33368178
b,1,0.1,0.6,0.0,0.4,33137357
b,1,0.1,0.7,0.3,0.0,33340952
b,1,0.1,0.7,0.2,0.1,33282049
b,1,0.1,0.7,0.1,0.2,33167085
b,1,0.1,0.7,0.0,0.3,32983300
b,1,0.1,0.8,0.2,0.0,33057604
b,1,0.1,0.8,0.1,0.1,32953334
b,1,0.1,0.8,0.0,0.2,32804798
b,1,0.1,0.9,0.1,0.0,32766404
b,1,0.1,0.9,0.0,0.1,32623713
b,1,0.1,1.0,0.0,0.0,32486749
b,1,0.2,0.0,1.0,0.0,30529629
b,1,0.2,0.0,0.9,0.1,30574253
b,1,0.2,0.0,0.8,0.2,30567632
b,1,0.2,0.0,0.7,0.3,30525780
b,1,0.2,0.0,0.6,0.4,30503078
b,1,0.2,0.0,0.5,0.5,30423744
b,1,0.2,0.0,0.4,0.6,30308564
b,1,0.2,0.0,0.3,0.7,30138565
b,1,0.2,0.0,0.2,0.8,29932081
b,1,0.2,0.0,0.1,0.9,29647968
b,1,0.2,0.0,0.0,1.0,29296133
b,1,0.2,0.1,0.9,0.0,30397167
b,1,0.2,0.1,0.8,0.1,30433300
b,1,0.2,0.1,0.7,0.2,30427939
b,1,0.2,0.1,0.6,0.3,30385686
b,1,0.2,0.1,0.5,0.4,30315395
b,1,0.2,0.1,0.4,0.5,30242756
b,1,0.2,0.1,0.3,0.6,30091421
b,1,0.2,0.1,0.2,0.7,29926903
b,1,0.2,0.1,0.1,0.8,29693089
b,1,0.2,0.1,0.0,0.9,29358480
b,1,0.2,0.2,0.8,0.0,30288359
b,1,0.2,0.2,0.7,0.1,30289504
b,1,0.2,0.2,0.6,0.2,30267185
b,1,0.2,0.2,0.5,0.3,30226124
b,1,0.2,0.2,0.4,0.4,30164615
b,1,0.2,0.2,0.3,0.5,30053765
b,1,0.2,0.2,0.2,0.6,29917010
b,1,0.2,0.2,0.1,0.7,29699491
b,1,0.2,0.2,0.0,0.8,29443916
b,1,0.2,0.3,0.7,0.0,30168931
b,1,0.2,0.3,0.6,0.1,30153776
b,1,0.2,0.3,0.5,0.2,30113667
b,1,0.2,0.3,0.4,0.3,30073620
b,1,0.2,0.3,0.3,0.4,29992481
b,1,0.2,0.3,0.2,0.5,29873169
b,1,0.2,0.3,0.1,0.6,29692783
b,1,0.2,0.3,0.0,0.7,29459307
b,1,0.2,0.4,0.6,0.0,30028872
b,1,0.2,0.4,0.5,0.1,29997324
b,1,0.2,0.4,0.4,0.2,29980893
b,1,0.2,0.4,0.3,0.3,29911296
b,1,0.2,0.4,0.2,0.4,29812901
b,1,0.2,0.4,0.1,0.5,29676131
b,1,0.2,0.4,0.0,0.6,29503541
b,1,0.2,0.5,0.5,0.0,29904805
b,1,0.2,0.5,0.4,0.1,29878530
b,1,0.2,0.5,0.3,0.2,29854640
b,1,0.2,0.5,0.2,0.3,29759120
b,1,0.2,0.5,0.1,0.4,29664647
b,1,0.2,0.5,0.0,0.5,29487218
b,1,0.2,0.6,0.4,0.0,29771232
b,1,0.2,0.6,0.3,0.1,29752290
b,1,0.2,0.6,0.2,0.2,29704667
b,1,0.2,0.6,0.1,0.3,29600935
b,1,0.2,0.6,0.0,0.4,29456908
b,1,0.2,0.7,0.3,0.0,29642130
b,1,0.2,0.7,0.2,0.1,29614896
b,1,0.2,0.7,0.1,0.2,29529147
b,1,0.2,0.7,0.0,0.3,29434412
b,1,0.2,0.8,0.2,0.0,29513839
b,1,0.2,0.8,0.1,0.1,29474995
b,1,0.2,0.8,0.0,0.2,29371264
b,1,0.2,0.9,0.1,0.0,29392103
b,1,0.2,0.9,0.0,0.1,29328560
b,1,0.2,1.0,0.0,0.0,29274189
b,2,0.05,0.0,1.0,0.0,40119142
b,2,0.05,0.0,0.9,0.1,40098912
b,2,0.05,0.0,0.8,0.2,40034796
b,2,0.05,0.0,0.7,0.3,40028287
b,2,0.05,0.0,0.6,0.4,39945028
b,2,0.05,0.0,0.5,0.5,39840394
b,2,0.05,0.0,0.4,0.6,39685791
b,2,0.05,0.0,0.3,0.7,39383377
b,2,0.05,0.0,0.2,0.8,38987015
b,2,0.05,0.0,0.1,0.9,38563614
b,2,0.05,0.0,0.0,1.0,38257131
b,2,0.05,0.1,0.9,0.0,39737702
b,2,0.05,0.1,0.8,0.1,39661659
b,2,0.05,0.1,0.7,0.2,39636481
b,2,0.05,0.1,0.6,0.3,39582798
b,2,0.05,0.1,0.5,0.4,39428925
b,2,0.05,0.1,0.4,0.5,39330339
b,2,0.05,0.1,0.3,0.6,39139176
b,2,0.05,0.1,0.2,0.7,38793110
b,2,0.05,0.1,0.1,0.8,38398065
b,2,0.05,0.1,0.0,0.9,37985259
b,2,0.05,0.2,0.8,0.0,39270426
b,2,0.05,0.2,0.7,0.1,39163491
b,2,0.05,0.2,0.6,0.2,39097756
b,2,0.05,0.2,0.5,0.3,39021069
b,2,0.05,0.2,0.4,0.4,38939677
b,2,0.05,0.2,0.3,0.5,38737883
b,2,0.05,0.2,0.2,0.6,38473953
b,2,0.05,0.2,0.1,0.7,38136730
b,2,0.05,0.2,0.0,0.8,37682539
b,2,0.05,0.3,0.7,0.0,38750263
b,2,0.05,0.3,0.6,0.1,38734344
b,2,0.05,0.3,0.5,0.2,38569414
b,2,0.05,0.3,0.4,0.3,38478741
b,2,0.05,0.3,0.3,0.4,38331754
b,2,0.05,0.3,0.2,0.5,38077205
b,2,0.05,0.3,0.1,0.6,37780931
b,2,0.05,0.3,0.0,0.7,37391629
b,2,0.05,0.4,0.6,0.0,38291202
b,2,0.05,0.4,0.5,0.1,38118712
b,2,0.05,0.4,0.4,0.2,38022347
b,2,0.05,0.4,0.3,0.3,37863741
b,2,0.05,0.4,0.2,0.4,37679565
b,2,0.05,0.4,0.1,0.5,37422056
b,2,0.05,0.4,0.0,0.6,37099164
b,2,0.05,0.5,0.5,0.0,37793706
b,2,0.05,0.5,0.4,0.1,37601652
b,2,0.05,0.5,0.3,0.2,37390921
b,2,0.05,0.5,0.2,0.3,37186687
b,2,0.05,0.5,0.1,0.4,37062971
b,2,0.05,0.5,0.0,0.5,36784951
b,2,0.05,0.6,0.4,0.0,37225813
b,2,0.05,0.6,0.3,0.1,36932891
b,2,0.05,0.6,0.2,0.2,36727905
b,2,0.05,0.6,0.1,0.3,36617644
b,2,0.05,0.6,0.0,0.4,36401879
b,2,0.05,0.7,0.3,0.0,36576466
b,2,0.05,0.7,0.2,0.1,36322041
b,2,0.05,0.7,0.1,0.2,36154001
b,2,0.05,0.7,0.0,0.3,35973696
b,2,0.05,0.8,0.2,0.0,36060284
b,2,0.05,0.8,0.1,0.1,35791437
b,2,0.05,0.8,0.0,0.2,35625460
b,2,0.05,0.9,0.1,0.0,35512711
b,2,0.05,0.9,0.0,0.1,35256845
b,2,0.05,1.0,0.0,0.0,35105371
b,2,0.1,0.0,1.0,0.0,40262645
b,2,0.1,0.0,0.9,0.1,40164261
b,2,0.1,0.0,0.8,0.2,40077145
b,2,0.1,0.0,0.7,0.3,39896027
b,2,0.1,0.0,0.6,0.4,39689721
b,2,0.1,0.0,0.5,0.5,39360770
b,2,0.1,0.0,0.4,0.6,38981652
b,2,0.1,0.0,0.3,0.7,38531823
b,2,0.1,0.0,0.2,0.8,38009209
b,2,0.1,0.0,0.1,0.9,37414706
b,2,0.1,0.0,0.0,1.0,36869811
b,2,0.1,0.1,0.9,0.0,39776965
b,2,0.1,0.1,0.8,0.1,39674096
b,2,0.1,0.1,0.7,0.2,39539303
b,2,0.1,0.1,0.6,0.3,39345042
b,2,0.1,0.1,0.5,0.4,39052284
b,2,0.1,0.1,0.4,0.5,38741502
b,2,0.1,0.1,0.3,0.6,38336644
b,2,0.1,0.1,0.2,0.7,37828296
b,2,0.1,0.1,0.1,0.8,37288849
b,2,0.1,0.1,0.0,0.9,36698118
b,2,0.1,0.2,0.8,0.0,39250533
b,2,0.1,0.2,0.7,0.1,39112095
b,2,0.1,0.2,0.6,0.2,38954159
b,2,0.1,0.2,0.5,0.3,38735119
b,2,0.1,0.2,0.4,0.4,38463572
b,2,0.1,0.2,0.3,0.5,38069781
b,2,0.1,0.2,0.2,0.6,37608968
b,2,0.1,0.2,0.1,0.7,37129544
b,2,0.1,0.2,0.0,0.8,36551854
b,2,0.1,0.3,0.7,0.0,38684662
b,2,0.1,0.3,0.6,0.1,38574497
b,2,0.1,0.3,0.5,0.2,38353811
b,2,0.1,0.3,0.4,0.3,38104747
b,2,0.1,0.3,0.3,0.4,37780950
b,2,0.1,0.3,0.2,0.5,37385347
b,2,0.1,0.3,0.1,0.6,36919104
b,2,0.1,0.3,0.0,0.7,36374852
b,2,0.1,0.4,0.6,0.0,38135811
b,2,0.1,0.4,0.5,0.1,37963821
b,2,0.1,0.4,0.4,0.2,37767779
b,2,0.1,0.4,0.3,0.3,37493524
b,2,0.1,0.4,0.2,0.4,37101673
b,2,0.1,0.4,0.1,0.5,36670805
b,2,0.1,0.4,0.0,0.6,36220691
b,2,0.1,0.5,0.5,0.0,37560270
b,2,0.1,0.5,0.4,0.1,37357521
b,2,0.1,0.5,0.3,0.2,37142377
b,2,0.1,0.5,0.2,0.3,36807319
b,2,0.1,0.5,0.1,0.4,36450144
b,2,0.1,0.5,0.0,0.5,35997276
b,2,0.1,0.6,0.4,0.0,36963785
b,2,0.1,0.6,0.3,0.1,36748408
b,2,0.1,0.6,0.2,0.2,36499612
b,2,0.1,0.6,0.1,0.3,36183350
b,2,0.1,0.6,0.0,0.4,35788485
b,2,0.1,0.7,0.3,0.0,36371694
b,2,0.1,0.7,0.2,0.1,36146364
b,2,0.1,0.7,0.1,0.2,35891744
b,2,0.1,0.7,0.0,0.3,35568384
b,2,0.1,0.8,0.2,0.0,35803365
b,2,0.1,0.8,0.1,0.1,35590121
b,2,0.1,0.8,0.0,0.2,35339961
b,2,0.1,0.9,0.1,0.0,35293701
b,2,0.1,0.9,0.0,0.1,35079276
b,2,0.1,1.0,0.0,0.0,34853482
b,2,0.2,0.0,1.0,0.0,37036392
b,2,0.2,0.0,0.9,0.1,36932649
b,2,0.2,0.0,0.8,0.2,36806455
b,2,0.2,0.0,0.7,0.3,36636906
b,2,0.2,0.0,0.6,0.4,36442007
b,2,0.2,0.0,0.5,0.5,36198171
b,2,0.2,0.0,0.4,0.6,35907639
b,2,0.2,0.0,0.3,0.7,35600164
b,2,0.2,0.0,0.2,0.8,35177178
b,2,0.2,0.0,0.1,0.9,34644335
b,2,0.2,0.0,0.0,1.0,34002649
b,2,0.2,0.1,0.9,0.0,36645557
b,2,0.2,0.1,0.8,0.1,36530773
b,2,0.2,0.1,0.7,0.2,36391760
b,2,0.2,0.1,0.6,0.3,36246183
b,2,0.2,0.1,0.5,0.4,36034649
b,2,0.2,0.1,0.4,0.5,35782114
b,2,0.2,0.1,0.3,0.6,35502542
b,2,0.2,0.1,0.2,0.7,35141272
b,2,0.2,0.1,0.1,0.8,34686094
b,2,0.2,0.1,0.0,0.9,34091980
b,2,0.2,0.2,0.8,0.0,36244325
b,2,0.2,0.2,0.7,0.1,36136863
b,2,0.2,0.2,0.6,0.2,36015175
b,2,0.2,0.2,0.5,0.3,35825439
b,2,0.2,0.2,0.4,0.4,35642687
b,2,0.2,0.2,0.3,0.5,35371467
b,2,0.2,0.2,0.2,0.6,35078208
b,2,0.2,0.2,0.1,0.7,34677018
b,2,0.2,0.2,0.0,0.8,34198363
b,2,0.2,0.3,0.7,0.0,35896364
b,2,0.2,0.3,0.6,0.1,35786258
b,2,0.2,0.3,0.5,0.2,35632955
b,2,0.2,0.3,0.4,0.3,35458916
b,2,0.2,0.3,0.3,0.4,35239468
b,2,0.2,0.3,0.2,0.5,34970357
b,2,0.2,0.3,0.1,0.6,34654978
b,2,0.2,0.3,0.0,0.7,34219235
b,2,0.2,0.4,0.6,0.0,35546884
b,2,0.2,0.4,0.5,0.1,35418862
b,2,0.2,0.4,0.4,0.2,35289374
b,2,0.2,0.4,0.3,0.3,35110931
b,2,0.2,0.4,0.2,0.4,34889065
b,2,0.2,0.4,0.1,0.5,34588182
b,2,0.2,0.4,0.0,0.6,34235404
b,2,0.2,0.5,0.5,0.0,35238444
b,2,0.2,0.5,0.4,0.1,35105739
b,2,0.2,0.5,0.3,0.2,34974035
b,2,0.2,0.5,0.2,0.3,34764209
b,2,0.2,0.5,0.1,0.4,34512839
b,2,0.2,0.5,0.0,0.5,34211312
b,2,0.2,0.6,0.4,0.0,34903100
b,2,0.2,0.6,0.3,0.1,34799724
b,2,0.2,0.6,0.2,0.2,34625087
b,2,0.2,0.6,0.1,0.3,34423716
b,2,0.2,0.6,0.0,0.4,34146490
b,2,0.2,0.7,0.3,0.0,34614012
b,2,0.2,0.7,0.2,0.1,34474783
b,2,0.2,0.7,0.1,0.2,34317699
b,2,0.2,0.7,0.0,0.3,34068271
b,2,0.2,0.8,0.2,0.0,34312349
b,2,0.2,0.8,0.1,0.1,34192514
b,2,0.2,0.8,0.0,0.2,33979595
b,2,0.2,0.9,0.1,0.0,34040385
b,2,0.2,0.9,0.0,0.1,33883957
b,2,0.2,1.0,0.0,0.0,33775501
b,3,0.05,0.0,1.0,0.0,42028928
b,3,0.05,0.0,0.9,0.1,41953507
b,3,0.05,0.0,0.8,0.2,41873439
b,3,0.05,0.0,0.7,0.3,41893082
b,3,0.05,0.0,0.6,0.4,41909340
b,3,0.05,0.0,0.5,0.5,41799892
b,3,0.05,0.0,0.4,0.6,41501398
b,3,0.05,0.0,0.3,0.7,41096479
b,3,0.05,0.0,0.2,0.8,40534003
b,3,0.05,0.0,0.1,0.9,39930929
b,3,0.05,0.0,0.0,1.0,39547286
b,3,0.05,0.1,0.9,0.0,41623211
b,3,0.05,0.1,0.8,0.1,41488602
b,3,0.05,0.1,0.7,0.2,41448767
b,3,0.05,0.1,0.6,0.3,41559868
b,3,0.05,0.1,0.5,0.4,41438343
b,3,0.05,0.1,0.4,0.5,41276418
b,3,0.05,0.1,0.3,0.6,40907330
b,3,0.05,0.1,0.2,0.7,40390873
b,3,0.05,0.1,0.1,0.8,39697407
b,3,0.05,0.1,0.0,0.9,39209095
b,3,0.05,0.2,0.8,0.0,41116667
b,3,0.05,0.2,0.7,0.1,41124095
b,3,0.05,0.2,0.6,0.2,41152611
b,3,0.05,0.2,0.5,0.3,41080370
b,3,0.05,0.2,0.4,0.4,40928411
b,3,0.05,0.2,0.3,0.5,40611815
b,3,0.05,0.2,0.2,0.6,40131926
b,3,0.05,0.2,0.1,0.7,39498556
b,3,0.05,0.2,0.0,0.8,38922327
b,3,0.05,0.3,0.7,0.0,40729798
b,3,0.05,0.3,0.6,0.1,40785651
b,3,0.05,0.3,0.5,0.2,40620164
b,3,0.05,0.3,0.4,0.3,40469292
b,3,0.05,0.3,0.3,0.4,40234694
b,3,0.05,0.3,0.2,0.5,39790463
b,3,0.05,0.3,0.1,0.6,39264489
b,3,0.05,0.3,0.0,0.7,38636978
b,3,0.05,0.4,0.6,0.0,40385042
b,3,0.05,0.4,0.5,0.1,40236185
b,3,0.05,0.4,0.4,0.2,40076569
b,3,0.05,0.4,0.3,0.3,39741979
b,3,0.05,0.4,0.2,0.4,39395053
b,3,0.05,0.4,0.1,0.5,38915439
b,3,0.05,0.4,0.0,0.6,38403551
b,3,0.05,0.5,0.5,0.0,39923149
b,3,0.05,0.5,0.4,0.1,39674387
b,3,0.05,0.5,0.3,0.2,39291910
b,3,0.05,0.5,0.2,0.3,38947038
b,3,0.05,0.5,0.1,0.4,38531982
b,3,0.05,0.5,0.0,0.5,38102465
b,3,0.05,0.6,0.4,0.0,39300088
b,3,0.05,0.6,0.3,0.1,38864560
b,3,0.05,0.6,0.2,0.2,38473619
b,3,0.05,0.6,0.1,0.3,38152900
b,3,0.05,0.6,0.0,0.4,37748521
b,3,0.05,0.7,0.3,0.0,38621066
b,3,0.05,0.7,0.2,0.1,38066527
b,3,0.05,0.7,0.1,0.2,37724317
b,3,0.05,0.7,0.0,0.3,37412425
b,3,0.05,0.8,0.2,0.0,37885611
b,3,0.05,0.8,0.1,0.1,37407496
b,3,0.05,0.8,0.0,0.2,37164055
b,3,0.05,0.9,0.1,0.0,37204467
b,3,0.05,0.9,0.0,0.1,36926188
b,3,0.05,1.0,0.0,0.0,36860932
b,3,0.1,0.0,1.0,0.0,42680299
b,3,0.1,0.0,0.9,0.1,42558205
b,3,0.1,0.0,0.8,0.2,42327101
b,3,0.1,0.0,0.7,0.3,42083374
b,3,0.1,0.0,0.6,0.4,41858025
b,3,0.1,0.0,0.5,0.5,41395785
b,3,0.1,0.0,0.4,0.6,40843065
b,3,0.1,0.0,0.3,0.7,40149722
b,3,0.1,0.0,0.2,0.8,39399337
b,3,0.1,0.0,0.1,0.9,38553035
b,3,0.1,0.0,0.0,1.0,37817598
b,3,0.1,0.1,0.9,0.0,42111275
b,3,0.1,0.1,0.8,0.1,41905885
b,3,0.1,0.1,0.7,0.2,41681919
b,3,0.1,0.1,0.6,0.3,41416538
b,3,0.1,0.1,0.5,0.4,40996973
b,3,0.1,0.1,0.4,0.5,40548052
b,3,0.1,0.1,0.3,0.6,39926329
b,3,0.1,0.1,0.2,0.7,39206720
b,3,0.1,0.1,0.1,0.8,38407978
b,3,0.1,0.1,0.0,0.9,37596678
b,3,0.1,0.2,0.8,0.0,41447562
b,3,0.1,0.2,0.7,0.1,41209398
b,3,0.1,0.2,0.6,0.2,40947230
b,3,0.1,0.2,0.5,0.3,40624359
b,3,0.1,0.2,0.4,0.4,40237227
b,3,0.1,0.2,0.3,0.5,39637017
b,3,0.1,0.2,0.2,0.6,38994199
b,3,0.1,0.2,0.1,0.7,38232175
b,3,0.1,0.2,0.0,0.8,37397678
b,3,0.1,0.3,0.7,0.0,40727329
b,3,0.1,0.3,0.6,0.1,40487027
b,3,0.1,0.3,0.5,0.2,40169725
b,3,0.1,0.3,0.4,0.3,39817878
b,3,0.1,0.3,0.3,0.4,39307487
b,3,0.1,0.3,0.2,0.5,38679798
b,3,0.1,0.3,0.1,0.6,38010419
b,3,0.1,0.3,0.0,0.7,37255657
b,3,0.1,0.4,0.6,0.0,40013204
b,3,0.1,0.4,0.5,0.1,39718040
b,3,0.1,0.4,0.4,0.2,39357613
b,3,0.1,0.4,0.3,0.3,38910734
b,3,0.1,0.4,0.2,0.4,38383593
b,3,0.1,0.4,0.1,0.5,37748118
b,3,0.1,0.4,0.0,0.6,37095605
b,3,0.1,0.5,0.5,0.0,39254895
b,3,0.1,0.5,0.4,0.1,38879964
b,3,0.1,0.5,0.3,0.2,38499745
b,3,0.1,0.5,0.2,0.3,38029919
b,3,0.1,0.5,0.1,0.4,37517345
b,3,0.1,0.5,0.0,0.5,36892627
b,3,0.1,0.6,0.4,0.0,38434931
b,3,0.1,0.6,0.3,0.1,38056251
b,3,0.1,0.6,0.2,0.2,37665862
b,3,0.1,0.6,0.1,0.3,37223379
b,3,0.1,0.6,0.0,0.4,36699592
b,3,0.1,0.7,0.3,0.0,37680321
b,3,0.1,0.7,0.2,0.1,37288058
b,3,0.1,0.7,0.1,0.2,36933624
b,3,0.1,0.7,0.0,0.3,36494152
b,3,0.1,0.8,0.2,0.0,36924308
b,3,0.1,0.8,0.1,0.1,36594883
b,3,0.1,0.8,0.0,0.2,36257494
b,3,0.1,0.9,0.1,0.0,36316749
b,3,0.1,0.9,0.0,0.1,36012853
b,3,0.1,1.0,0.0,0.0,35834133
b,3,0.2,0.0,1.0,0.0,40326287
b,3,0.2,0.0,0.9,0.1,40122609
b,3,0.2,0.0,0.8,0.2,39875732
b,3,0.2,0.0,0.7,0.3,39584745
b,3,0.2,0.0,0.6,0.4,39284052
b,3,0.2,0.0,0.5,0.5,38918779
b,3,0.2,0.0,0.4,0.6,38475703
b,3,0.2,0.0,0.3,0.7,38002669
b,3,0.2,0.0,0.2,0.8,37337855
b,3,0.2,0.0,0.1,0.9,36595397
b,3,0.2,0.0,0.0,1.0,35679621
b,3,0.2,0.1,0.9,0.0,39715572
b,3,0.2,0.1,0.8,0.1,39530384
b,3,0.2,0.1,0.7,0.2,39263648
b,3,0.2,0.1,0.6,0.3,38993624
b,3,0.2,0.1,0.5,0.4,38653794
b,3,0.2,0.1,0.4,0.5,38284608
b,3,0.2,0.1,0.3,0.6,37874381
b,3,0.2,0.1,0.2,0.7,37326949
b,3,0.2,0.1,0.1,0.8,36660004
b,3,0.2,0.1,0.0,0.9,35852903
b,3,0.2,0.2,0.8,0.0,39159896
b,3,0.2,0.2,0.7,0.1,38936293
b,3,0.2,0.2,0.6,0.2,38693859
b,3,0.2,0.2,0.5,0.3,38398416
b,3,0.2,0.2,0.4,0.4,38072313
b,3,0.2,0.2,0.3,0.5,37695379
b,3,0.2,0.2,0.2,0.6,37239086
b,3,0.2,0.2,0.1,0.7,36684626
b,3,0.2,0.2,0.0,0.8,35977082
b,3,0.2,0.3,0.7,0.0,38595634
b,3,0.2,0.3,0.6,0.1,38368550
b,3,0.2,0.3,0.5,0.2,38103588
b,3,0.2,0.3,0.4,0.3,37832488
b,3,0.2,0.3,0.3,0.4,37507680
b,3,0.2,0.3,0.2,0.5,37119439
b,3,0.2,0.3,0.1,0.6,36667243
b,3,0.2,0.3,0.0,0.7,36040966
b,3,0.2,0.4,0.6,0.0,38063193
