task,sigma_s,sigma_r,wb,wg,wr,error
a,3,0.2,0.5,0.2,0.3,15782830
a,3,0.2,0.5,0.1,0.4,15949168
a,3,0.2,0.5,0.0,0.5,16069720
a,3,0.2,0.6,0.4,0.0,14571734
a,3,0.2,0.6,0.3,0.1,14978128
a,3,0.2,0.6,0.2,0.2,15286914
a,3,0.2,0.6,0.1,0.3,15569378
a,3,0.2,0.6,0.0,0.4,15782228
a,3,0.2,0.7,0.3,0.0,14132729
a,3,0.2,0.7,0.2,0.1,14575782
a,3,0.2,0.7,0.1,0.2,14940669
a,3,0.2,0.7,0.0,0.3,15257734
a,3,0.2,0.8,0.2,0.0,13505447
a,3,0.2,0.8,0.1,0.1,14047168
a,3,0.2,0.8,0.0,0.2,14505435
a,3,0.2,0.9,0.1,0.0,12709843
a,3,0.2,0.9,0.0,0.1,13385392
a,3,0.2,1.0,0.0,0.0,11599556
b,1,0.05,0.0,1.0,0.0,27507393
b,1,0.05,0.0,0.9,0.1,27618700
b,1,0.05,0.0,0.8,0.2,27767275
b,1,0.05,0.0,0.7,0.3,27851930
b,1,0.05,0.0,0.6,0.4,27895314
b,1,0.05,0.0,0.5,0.5,27869518
b,1,0.05,0.0,0.4,0.6,27836924
b,1,0.05,0.0,0.3,0.7,27670932
b,1,0.05,0.0,0.2,0.8,27492883
b,1,0.05,0.0,0.1,0.9,27234785
b,1,0.05,0.0,0.0,1.0,26978399
b,1,0.05,0.1,0.9,0.0,27339269
b,1,0.05,0.1,0.8,0.1,27489756
b,1,0.05,0.1,0.7,0.2,27592301
b,1,0.05,0.1,0.6,0.3,27664358
b,1,0.05,0.1,0.5,0.4,27667346
b,1,0.05,0.1,0.4,0.5,27580217
b,1,0.05,0.1,0.3,0.6,27474020
b,1,0.05,0.1,0.2,0.7,27305366
b,1,0.05,0.1,0.1,0.8,27066389
b,1,0.05,0.1,0.0,0.9,26803803
b,1,0.05,0.2,0.8,0.0,27145251
b,1,0.05,0.2,0.7,0.1,27273465
b,1,0.05,0.2,0.6,0.2,27315692
b,1,0.05,0.2,0.5,0.3,27357488
b,1,0.05,0.2,0.4,0.4,27317994
b,1,0.05,0.2,0.3,0.5,27205500
b,1,0.05,0.2,0.2,0.6,27082991
b,1,0.05,0.2,0.1,0.7,26852094
b,1,0.05,0.2,0.0,0.8,26546903
b,1,0.05,0.3,0.7,0.0,26891427
b,1,0.05,0.3,0.6,0.1,26921039
b,1,0.05,0.3,0.5,0.2,26966278
b,1,0.05,0.3,0.4,0.3,26943710
b,1,0.05,0.3,0.3,0.4,26884267
b,1,0.05,0.3,0.2,0.5,26737615
b,1,0.05,0.3,0.1,0.6,26525896
b,1,0.05,0.3,0.0,0.7,26245885
b,1,0.05,0.4,0.6,0.0,26488607
b,1,0.05,0.4,0.5,0.1,26537758
b,1,0.05,0.4,0.4,0.2,26510529
b,1,0.05,0.4,0.3,0.3,26437553
b,1,0.05,0.4,0.2,0.4,26304284
b,1,0.05,0.4,0.1,0.5,26110587
b,1,0.05,0.4,0.0,0.6,25845777
b,1,0.05,0.5,0.5,0.0,25968185
b,1,0.05,0.5,0.4,0.1,25971316
b,1,0.05,0.5,0.3,0.2,25876308
b,1,0.05,0.5,0.2,0.3,25768616
b,1,0.05,0.5,0.1,0.4,25561279
b,1,0.05,0.5,0.0,0.5,25366411
b,1,0.05,0.6,0.4,0.0,25288486
b,1,0.05,0.6,0.3,0.1,25223825
b,1,0.05,0.6,0.2,0.2,25155556
b,1,0.05,0.6,0.1,0.3,24960843
b,1,0.05,0.6,0.0,0.4,24730677
b,1,0.05,0.7,0.3,0.0,24465419
b,1,0.05,0.7,0.2,0.1,24346653
b,1,0.05,0.7,0.1,0.2,24224348
b,1,0.05,0.7,0.0,0.3,23987079
b,1,0.05,0.8,0.2,0.0,23473307
b,1,0.05,0.8,0.1,0.1,23314134
b,1,0.05,0.8,0.0,0.2,23107304
b,1,0.05,0.9,0.1,0.0,22420414
b,1,0.05,0.9,0.0,0.1,22188443
b,1,0.05,1.0,0.0,0.0,21373779
b,1,0.1,0.0,1.0,0.0,19898181
b,1,0.1,0.0,0.9,0.1,20095354
b,1,0.1,0.0,0.8,0.2,20236425
b,1,0.1,0.0,0.7,0.3,20345357
b,1,0.1,0.0,0.6,0.4,20426222
b,1,0.1,0.0,0.5,0.5,20484292
b,1,0.1,0.0,0.4,0.6,20485546
b,1,0.1,0.0,0.3,0.7,20422822
b,1,0.1,0.0,0.2,0.8,20311894
b,1,0.1,0.0,0.1,0.9,20116850
b,1,0.1,0.0,0.0,1.0,19913763
b,1,0.1,0.1,0.9,0.0,19920177
b,1,0.1,0.1,0.8,0.1,20082828
b,1,0.1,0.1,0.7,0.2,20178785
b,1,0.1,0.1,0.6,0.3,20289021
b,1,0.1,0.1,0.5,0.4,20347076
b,1,0.1,0.1,0.4,0.5,20363266
b,1,0.1,0.1,0.3,0.6,20325313
b,1,0.1,0.1,0.2,0.7,20232603
b,1,0.1,0.1,0.1,0.8,20075418
b,1,0.1,0.1,0.0,0.9,19842948
b,1,0.1,0.2,0.8,0.0,19866451
b,1,0.1,0.2,0.7,0.1,19987926
b,1,0.1,0.2,0.6,0.2,20092469
b,1,0.1,0.2,0.5,0.3,20137682
b,1,0.1,0.2,0.4,0.4,20151349
b,1,0.1,0.2,0.3,0.5,20141294
b,1,0.1,0.2,0.2,0.6,20034150
b,1,0.1,0.2,0.1,0.7,19929920
b,1,0.1,0.2,0.0,0.8,19702907
b,1,0.1,0.3,0.7,0.0,19730614
b,1,0.1,0.3,0.6,0.1,19819781
b,1,0.1,0.3,0.5,0.2,19903430
b,1,0.1,0.3,0.4,0.3,19897707
b,1,0.1,0.3,0.3,0.4,19884512
b,1,0.1,0.3,0.2,0.5,19803822
b,1,0.1,0.3,0.1,0.6,19683975
b,1,0.1,0.3,0.0,0.7,19503299
b,1,0.1,0.4,0.6,0.0,19516632
b,1,0.1,0.4,0.5,0.1,19570870
b,1,0.1,0.4,0.4,0.2,19574473
b,1,0.1,0.4,0.3,0.3,19564382
b,1,0.1,0.4,0.2,0.4,19484267
b,1,0.1,0.4,0.1,0.5,19379816
b,1,0.1,0.4,0.0,0.6,19213874
b,1,0.1,0.5,0.5,0.0,19170226
b,1,0.1,0.5,0.4,0.1,19198022
b,1,0.1,0.5,0.3,0.2,19164199
b,1,0.1,0.5,0.2,0.3,19123197
b,1,0.1,0.5,0.1,0.4,18997412
b,1,0.1,0.5,0.0,0.5,18847907
b,1,0.1,0.6,0.4,0.0,18732436
b,1,0.1,0.6,0.3,0.1,18719530
b,1,0.1,0.6,0.2,0.2,18673971
b,1,0.1,0.6,0.1,0.3,18565789
b,1,0.1,0.6,0.0,0.4,18411117
b,1,0.1,0.7,0.3,0.0,18172533
b,1,0.1,0.7,0.2,0.1,18127848
b,1,0.1,0.7,0.1,0.2,18036605
b,1,0.1,0.7,0.0,0.3,17880986
b,1,0.1,0.8,0.2,0.0,17533753
b,1,0.1,0.8,0.1,0.1,17451602
b,1,0.1,0.8,0.0,0.2,17305573
b,1,0.1,0.9,0.1,0.0,16825546
b,1,0.1,0.9,0.0,0.1,16666876
b,1,0.1,1.0,0.0,0.0,16044094
b,1,0.2,0.0,1.0,0.0,13498452
b,1,0.2,0.0,0.9,0.1,13677917
b,1,0.2,0.0,0.8,0.2,13814231
b,1,0.2,0.0,0.7,0.3,13915372
b,1,0.2,0.0,0.6,0.4,13990283
b,1,0.2,0.0,0.5,0.5,14033034
b,1,0.2,0.0,0.4,0.6,14028303
b,1,0.2,0.0,0.3,0.7,14010754
b,1,0.2,0.0,0.2,0.8,13932645
b,1,0.2,0.0,0.1,0.9,13801835
b,1,0.2,0.0,0.0,1.0,13629120
b,1,0.2,0.1,0.9,0.0,13605476
b,1,0.2,0.1,0.8,0.1,13754427
b,1,0.2,0.1,0.7,0.2,13869214
b,1,0.2,0.1,0.6,0.3,13934299
b,1,0.2,0.1,0.5,0.4,13982501
b,1,0.2,0.1,0.4,0.5,13986383
b,1,0.2,0.1,0.3,0.6,13975166
b,1,0.2,0.1,0.2,0.7,13912289
b,1,0.2,0.1,0.1,0.8,13819092
b,1,0.2,0.1,0.0,0.9,13671279
b,1,0.2,0.2,0.8,0.0,13654433
b,1,0.2,0.2,0.7,0.1,13765780
b,1,0.2,0.2,0.6,0.2,13837465
b,1,0.2,0.2,0.5,0.3,13884524
b,1,0.2,0.2,0.4,0.4,13910909
b,1,0.2,0.2,0.3,0.5,13893086
b,1,0.2,0.2,0.2,0.6,13856833
b,1,0.2,0.2,0.1,0.7,13772443
b,1,0.2,0.2,0.0,0.8,13642438
b,1,0.2,0.3,0.7,0.0,13617147
b,1,0.2,0.3,0.6,0.1,13724687
b,1,0.2,0.3,0.5,0.2,13776850
b,1,0.2,0.3,0.4,0.3,13795345
b,1,0.2,0.3,0.3,0.4,13781694
b,1,0.2,0.3,0.2,0.5,13742384
b,1,0.2,0.3,0.1,0.6,13681130
b,1,0.2,0.3,0.0,0.7,13574111
b,1,0.2,0.4,0.6,0.0,13550801
b,1,0.2,0.4,0.5,0.1,13603581
b,1,0.2,0.4,0.4,0.2,13636045
b,1,0.2,0.4,0.3,0.3,13638955
b,1,0.2,0.4,0.2,0.4,13611692
b,1,0.2,0.4,0.1,0.5,13547107
b,1,0.2,0.4,0.0,0.6,13440402
b,1,0.2,0.5,0.5,0.0,13405174
b,1,0.2,0.5,0.4,0.1,13434609
b,1,0.2,0.5,0.3,0.2,13431241
b,1,0.2,0.5,0.2,0.3,13405181
b,1,0.2,0.5,0.1,0.4,13360976
b,1,0.2,0.5,0.0,0.5,13274854
b,1,0.2,0.6,0.4,0.0,13181884
b,1,0.2,0.6,0.3,0.1,13198463
b,1,0.2,0.6,0.2,0.2,13184292
b,1,0.2,0.6,0.1,0.3,13136472
b,1,0.2,0.6,0.0,0.4,13057491
b,1,0.2,0.7,0.3,0.0,12924998
b,1,0.2,0.7,0.2,0.1,12916418
b,1,0.2,0.7,0.1,0.2,12871722
b,1,0.2,0.7,0.0,0.3,12785366
b,1,0.2,0.8,0.2,0.0,12592336
b,1,0.2,0.8,0.1,0.1,12547342
b,1,0.2,0.8,0.0,0.2,12461511
b,1,0.2,0.9,0.1,0.0,12199834
b,1,0.2,0.9,0.0,0.1,12110211
b,1,0.2,1.0,0.0,0.0,11748027
b,2,0.05,0.0,1.0,0.0,36456106
b,2,0.05,0.0,0.9,0.1,36515977
b,2,0.05,0.0,0.8,0.2,36514478
b,2,0.05,0.0,0.7,0.3,36519380
b,2,0.05,0.0,0.6,0.4,36464361
b,2,0.05,0.0,0.5,0.5,36436362
b,2,0.05,0.0,0.4,0.6,36370007
b,2,0.05,0.0,0.3,0.7,36192223
b,2,0.05,0.0,0.2,0.8,35987889
b,2,0.05,0.0,0.1,0.9,35694403
b,2,0.05,0.0,0.0,1.0,35477263
b,2,0.05,0.1,0.9,0.0,35958048
b,2,0.05,0.1,0.8,0.1,35982067
b,2,0.05,0.1,0.7,0.2,36040284
b,2,0.05,0.1,0.6,0.3,36053875
b,2,0.05,0.1,0.5,0.4,36013736
b,2,0.05,0.1,0.4,0.5,35917145
b,2,0.05,0.1,0.3,0.6,35777616
b,2,0.05,0.1,0.2,0.7,35549245
b,2,0.05,0.1,0.1,0.8,35289325
b,2,0.05,0.1,0.0,0.9,35001233
b,2,0.05,0.2,0.8,0.0,35477461
b,2,0.05,0.2,0.7,0.1,35466698
b,2,0.05,0.2,0.6,0.2,35490836
b,2,0.05,0.2,0.5,0.3,35496773
b,2,0.05,0.2,0.4,0.4,35389618
b,2,0.05,0.2,0.3,0.5,35269221
b,2,0.05,0.2,0.2,0.6,35107670
b,2,0.05,0.2,0.1,0.7,34879029
b,2,0.05,0.2,0.0,0.8,34545164
b,2,0.05,0.3,0.7,0.0,34920345
b,2,0.05,0.3,0.6,0.1,34959794
b,2,0.05,0.3,0.5,0.2,34974855
b,2,0.05,0.3,0.4,0.3,34907952
b,2,0.05,0.3,0.3,0.4,34793624
b,2,0.05,0.3,0.2,0.5,34624778
b,2,0.05,0.3,0.1,0.6,34355108
b,2,0.05,0.3,0.0,0.7,34054912
b,2,0.05,0.4,0.6,0.0,34437580
b,2,0.05,0.4,0.5,0.1,34397338
b,2,0.05,0.4,0.4,0.2,34350302
b,2,0.05,0.4,0.3,0.3,34222918
b,2,0.05,0.4,0.2,0.4,34030827
b,2,0.05,0.4,0.1,0.5,33830734
b,2,0.05,0.4,0.0,0.6,33534434
b,2,0.05,0.5,0.5,0.0,33761129
b,2,0.05,0.5,0.4,0.1,33690256
b,2,0.05,0.5,0.3,0.2,33550802
b,2,0.05,0.5,0.2,0.3,33425930
b,2,0.05,0.5,0.1,0.4,33209772
b,2,0.05,0.5,0.0,0.5,32938519
b,2,0.05,0.6,0.4,0.0,33045855
b,2,0.05,0.6,0.3,0.1,32898339
b,2,0.05,0.6,0.2,0.2,32727180
b,2,0.05,0.6,0.1,0.3,32484091
b,2,0.05,0.6,0.0,0.4,32267563
b,2,0.05,0.7,0.3,0.0,32128146
b,2,0.05,0.7,0.2,0.1,31929040
b,2,0.05,0.7,0.1,0.2,31709255
b,2,0.05,0.7,0.0,0.3,31522406
b,2,0.05,0.8,0.2,0.0,31063906
b,2,0.05,0.8,0.1,0.1,30860755
b,2,0.05,0.8,0.0,0.2,30600923
b,2,0.05,0.9,0.1,0.0,29924710
b,2,0.05,0.9,0.0,0.1,29644097
b,2,0.05,1.0,0.0,0.0,28862741
b,2,0.1,0.0,1.0,0.0,30345400
b,2,0.1,0.0,0.9,0.1,30530005
b,2,0.1,0.0,0.8,0.2,30701371
b,2,0.1,0.0,0.7,0.3,30802013
b,2,0.1,0.0,0.6,0.4,30857775
b,2,0.1,0.0,0.5,0.5,30833655
b,2,0.1,0.0,0.4,0.6,30795268
b,2,0.1,0.0,0.3,0.7,30668359
b,2,0.1,0.0,0.2,0.8,30488077
b,2,0.1,0.0,0.1,0.9,30245629
b,2,0.1,0.0,0.0,1.0,29928723
b,2,0.1,0.1,0.9,0.0,30176343
b,2,0.1,0.1,0.8,0.1,30343682
b,2,0.1,0.1,0.7,0.2,30476555
b,2,0.1,0.1,0.6,0.3,30509473
b,2,0.1,0.1,0.5,0.4,30521527
b,2,0.1,0.1,0.4,0.5,30464338
b,2,0.1,0.1,0.3,0.6,30377382
b,2,0.1,0.1,0.2,0.7,30205195
b,2,0.1,0.1,0.1,0.8,29990757
b,2,0.1,0.1,0.0,0.9,29721932
b,2,0.1,0.2,0.8,0.0,29884505
b,2,0.1,0.2,0.7,0.1,30038218
b,2,0.1,0.2,0.6,0.2,30120782
b,2,0.1,0.2,0.5,0.3,30117178
b,2,0.1,0.2,0.4,0.4,30086888
b,2,0.1,0.2,0.3,0.5,29994612
b,2,0.1,0.2,0.2,0.6,29830394
b,2,0.1,0.2,0.1,0.7,29642241
b,2,0.1,0.2,0.0,0.8,29389689
b,2,0.1,0.3,0.7,0.0,29531915
b,2,0.1,0.3,0.6,0.1,29620615
b,2,0.1,0.3,0.5,0.2,29639650
b,2,0.1,0.3,0.4,0.3,29647181
b,2,0.1,0.3,0.3,0.4,29540291
b,2,0.1,0.3,0.2,0.5,29433252
b,2,0.1,0.3,0.1,0.6,29217051
b,2,0.1,0.3,0.0,0.7,28973766
b,2,0.1,0.4,0.6,0.0,29029116
b,2,0.1,0.4,0.5,0.1,29104955
b,2,0.1,0.4,0.4,0.2,29092126
b,2,0.1,0.4,0.3,0.3,29014605
b,2,0.1,0.4,0.2,0.4,28915393
b,2,0.1,0.4,0.1,0.5,28724690
b,2,0.1,0.4,0.0,0.6,28472639
b,2,0.1,0.5,0.5,0.0,28441374
b,2,0.1,0.5,0.4,0.1,28460641
b,2,0.1,0.5,0.3,0.2,28419272
b,2,0.1,0.5,0.2,0.3,28299495
b,2,0.1,0.5,0.1,0.4,28108187
b,2,0.1,0.5,0.0,0.5,27887288
b,2,0.1,0.6,0.4,0.0,27730317
b,2,0.1,0.6,0.3,0.1,27688493
b,2,0.1,0.6,0.2,0.2,27625908
b,2,0.1,0.6,0.1,0.3,27438130
b,2,0.1,0.6,0.0,0.4,27219692
b,2,0.1,0.7,0.3,0.0,26868590
b,2,0.1,0.7,0.2,0.1,26794224
b,2,0.1,0.7,0.1,0.2,26659591
b,2,0.1,0.7,0.0,0.3,26447323
b,2,0.1,0.8,0.2,0.0,25912147
b,2,0.1,0.8,0.1,0.1,25790246
b,2,0.1,0.8,0.0,0.2,25602522
b,2,0.1,0.9,0.1,0.0,24784691
b,2,0.1,0.9,0.0,0.1,24608891
b,2,0.1,1.0,0.0,0.0,23691967
b,2,0.2,0.0,1.0,0.0,23156500
b,2,0.2,0.0,0.9,0.1,23415914
b,2,0.2,0.0,0.8,0.2,23617803
b,2,0.2,0.0,0.7,0.3,23758055
b,2,0.2,0.0,0.6,0.4,23843591
b,2,0.2,0.0,0.5,0.5,23873912
b,2,0.2,0.0,0.4,0.6,23865379
b,2,0.2,0.0,0.3,0.7,23815099
b,2,0.2,0.0,0.2,0.8,23702280
b,2,0.2,0.0,0.1,0.9,23541536
b,2,0.2,0.0,0.0,1.0,23269577
b,2,0.2,0.1,0.9,0.0,23221254
b,2,0.2,0.1,0.8,0.1,23427741
b,2,0.2,0.1,0.7,0.2,23569667
b,2,0.2,0.1,0.6,0.3,23645052
b,2,0.2,0.1,0.5,0.4,23716517
b,2,0.2,0.1,0.4,0.5,23718966
b,2,0.2,0.1,0.3,0.6,23667822
b,2,0.2,0.1,0.2,0.7,23574985
b,2,0.2,0.1,0.1,0.8,23428645
b,2,0.2,0.1,0.0,0.9,23229401
b,2,0.2,0.2,0.8,0.0,23189411
b,2,0.2,0.2,0.7,0.1,23343782
b,2,0.2,0.2,0.6,0.2,23453577
b,2,0.2,0.2,0.5,0.3,23497112
b,2,0.2,0.2,0.4,0.4,23498773
b,2,0.2,0.2,0.3,0.5,23468460
b,2,0.2,0.2,0.2,0.6,23386701
b,2,0.2,0.2,0.1,0.7,23258828
b,2,0.2,0.2,0.0,0.8,23088825
b,2,0.2,0.3,0.7,0.0,23056049
b,2,0.2,0.3,0.6,0.1,23177929
b,2,0.2,0.3,0.5,0.2,23222827
b,2,0.2,0.3,0.4,0.3,23227155
b,2,0.2,0.3,0.3,0.4,23224766
b,2,0.2,0.3,0.2,0.5,23167651
b,2,0.2,0.3,0.1,0.6,23040145
b,2,0.2,0.3,0.0,0.7,22871881
b,2,0.2,0.4,0.6,0.0,22810336
b,2,0.2,0.4,0.5,0.1,22897871
b,2,0.2,0.4,0.4,0.2,22908932
b,2,0.2,0.4,0.3,0.3,22904845
b,2,0.2,0.4,0.2,0.4,22842825
b,2,0.2,0.4,0.1,0.5,22760571
b,2,0.2,0.4,0.0,0.6,22613758
b,2,0.2,0.5,0.5,0.0,22497565
b,2,0.2,0.5,0.4,0.1,22529372
b,2,0.2,0.5,0.3,0.2,22528593
b,2,0.2,0.5,0.2,0.3,22475782
b,2,0.2,0.5,0.1,0.4,22401077
b,2,0.2,0.5,0.0,0.5,22275482
b,2,0.2,0.6,0.4,0.0,22074653
b,2,0.2,0.6,0.3,0.1,22099589
b,2,0.2,0.6,0.2,0.2,22063297
b,2,0.2,0.6,0.1,0.3,21991680
b,2,0.2,0.6,0.0,0.4,21875389
b,2,0.2,0.7,0.3,0.0,21611013
b,2,0.2,0.7,0.2,0.1,21577392
b,2,0.2,0.7,0.1,0.2,21512331
b,2,0.2,0.7,0.0,0.3,21395130
b,2,0.2,0.8,0.2,0.0,21018529
b,2,0.2,0.8,0.1,0.1,20976151
b,2,0.2,0.8,0.0,0.2,20863992
b,2,0.2,0.9,0.1,0.0,20385667
b,2,0.2,0.9,0.0,0.1,20252148
b,2,0.2,1.0,0.0,0.0,19595444
b,3,0.05,0.0,1.0,0.0,40330688
b,3,0.05,0.0,0.9,0.1,40221061
b,3,0.05,0.0,0.8,0.2,40192893
b,3,0.05,0.0,0.7,0.3,40120200
b,3,0.05,0.0,0.6,0.4,40068827
b,3,0.05,0.0,0.5,0.5,39987913
b,3,0.05,0.0,0.4,0.6,39877615
b,3,0.05,0.0,0.3,0.7,39723631
b,3,0.05,0.0,0.2,0.8,39534301
b,3,0.05,0.0,0.1,0.9,39315372
b,3,0.05,0.0,0.0,1.0,39109276
b,3,0.05,0.1,0.9,0.0,39547513
b,3,0.05,0.1,0.8,0.1,39470573
b,3,0.05,0.1,0.7,0.2,39431608
b,3,0.05,0.1,0.6,0.3,39471230
b,3,0.05,0.1,0.5,0.4,39414823
b,3,0.05,0.1,0.4,0.5,39291884
b,3,0.05,0.1,0.3,0.6,39179126
b,3,0.05,0.1,0.2,0.7,39006815
b,3,0.05,0.1,0.1,0.8,38744239
b,3,0.05,0.1,0.0,0.9,38498973
b,3,0.05,0.2,0.8,0.0,38802471
b,3,0.05,0.2,0.7,0.1,38785631
b,3,0.05,0.2,0.6,0.2,38830810
b,3,0.05,0.2,0.5,0.3,38797171
b,3,0.05,0.2,0.4,0.4,38717035
b,3,0.05,0.2,0.3,0.5,38619962
b,3,0.05,0.2,0.2,0.6,38476190
b,3,0.05,0.2,0.1,0.7,38181160
b,3,0.05,0.2,0.0,0.8,37948753
b,3,0.05,0.3,0.7,0.0,38214942
b,3,0.05,0.3,0.6,0.1,38237316
b,3,0.05,0.3,0.5,0.2,38232250
b,3,0.05,0.3,0.4,0.3,38138088
b,3,0.05,0.3,0.3,0.4,38058250
b,3,0.05,0.3,0.2,0.5,37904268
b,3,0.05,0.3,0.1,0.6,37668587
b,3,0.05,0.3,0.0,0.7,37442248
b,3,0.05,0.4,0.6,0.0,37663695
b,3,0.05,0.4,0.5,0.1,37678287
b,3,0.05,0.4,0.4,0.2,37571242
b,3,0.05,0.4,0.3,0.3,37474939
b,3,0.05,0.4,0.2,0.4,37330961
b,3,0.05,0.4,0.1,0.5,37119225
b,3,0.05,0.4,0.0,0.6,36913428
b,3,0.05,0.5,0.5,0.0,37083763
b,3,0.05,0.5,0.4,0.1,37017735
b,3,0.05,0.5,0.3,0.2,36884001
b,3,0.05,0.5,0.2,0.3,36771165
b,3,0.05,0.5,0.1,0.4,36530889
b,3,0.05,0.5,0.0,0.5,36373544
b,3,0.05,0.6,0.4,0.0,36336045
b,3,0.05,0.6,0.3,0.1,36228764
b,3,0.05,0.6,0.2,0.2,36097338
b,3,0.05,0.6,0.1,0.3,35887780
b,3,0.05,0.6,0.0,0.4,35757883
b,3,0.05,0.7,0.3,0.0,35525141
b,3,0.05,0.7,0.2,0.1,35303525
b,3,0.05,0.7,0.1,0.2,35175505
b,3,0.05,0.7,0.0,0.3,34962002
b,3,0.05,0.8,0.2,0.0,34541248
b,3,0.05,0.8,0.1,0.1,34313825
b,3,0.05,0.8,0.0,0.2,34086394
b,3,0.05,0.9,0.1,0.0,33533926
b,3,0.05,0.9,0.0,0.1,33176760
b,3,0.05,1.0,0.0,0.0,32599407
b,3,0.1,0.0,1.0,0.0,36083383
b,3,0.1,0.0,0.9,0.1,36255277
b,3,0.1,0.0,0.8,0.2,36396249
b,3,0.1,0.0,0.7,0.3,36448465
b,3,0.1,0.0,0.6,0.4,36497063
b,3,0.1,0.0,0.5,0.5,36438306
b,3,0.1,0.0,0.4,0.6,36341139
b,3,0.1,0.0,0.3,0.7,36199467
b,3,0.1,0.0,0.2,0.8,35924577
b,3,0.1,0.0,0.1,0.9,35566449
b,3,0.1,0.0,0.0,1.0,35187089
b,3,0.1,0.1,0.9,0.0,35715966
b,3,0.1,0.1,0.8,0.1,35908072
b,3,0.1,0.1,0.7,0.2,36043288
b,3,0.1,0.1,0.6,0.3,36056838
b,3,0.1,0.1,0.5,0.4,36026959
b,3,0.1,0.1,0.4,0.5,35958903
b,3,0.1,0.1,0.3,0.6,35778315
b,3,0.1,0.1,0.2,0.7,35568528
b,3,0.1,0.1,0.1,0.8,35277061
b,3,0.1,0.1,0.0,0.9,34880160
b,3,0.1,0.2,0.8,0.0,35308889
b,3,0.1,0.2,0.7,0.1,35480099
b,3,0.1,0.2,0.6,0.2,35550255
b,3,0.1,0.2,0.5,0.3,35536385
b,3,0.1,0.2,0.4,0.4,35479241
b,3,0.1,0.2,0.3,0.5,35329670
b,3,0.1,0.2,0.2,0.6,35079862
b,3,0.1,0.2,0.1,0.7,34825025
b,3,0.1,0.2,0.0,0.8,34513729
b,3,0.1,0.3,0.7,0.0,34787363
b,3,0.1,0.3,0.6,0.1,34921368
b,3,0.1,0.3,0.5,0.2,34935600
b,3,0.1,0.3,0.4,0.3,34885451
b,3,0.1,0.3,0.3,0.4,34758612
b,3,0.1,0.3,0.2,0.5,34565538
b,3,0.1,0.3,0.1,0.6,34312363
b,3,0.1,0.3,0.0,0.7,34007615
b,3,0.1,0.4,0.6,0.0,34172714
b,3,0.1,0.4,0.5,0.1,34227842
b,3,0.1,0.4,0.4,0.2,34202758
b,3,0.1,0.4,0.3,0.3,34105141
b,3,0.1,0.4,0.2,0.4,33906347
b,3,0.1,0.4,0.1,0.5,33719395
b,3,0.1,0.4,0.0,0.6,33422901
b,3,0.1,0.5,0.5,0.0,33425933
b,3,0.1,0.5,0.4,0.1,33413417
b,3,0.1,0.5,0.3,0.2,33318262
b,3,0.1,0.5,0.2,0.3,33166003
b,3,0.1,0.5,0.1,0.4,32955321
b,3,0.1,0.5,0.0,0.5,32745374
b,3,0.1,0.6,0.4,0.0,32555321
b,3,0.1,0.6,0.3,0.1,32445909
b,3,0.1,0.6,0.2,0.2,32349194
b,3,0.1,0.6,0.1,0.3,32152533
b,3,0.1,0.6,0.0,0.4,31949982
b,3,0.1,0.7,0.3,0.0,31565784
b,3,0.1,0.7,0.2,0.1,31424492
b,3,0.1,0.7,0.1,0.2,31248975
b,3,0.1,0.7,0.0,0.3,31049768
b,3,0.1,0.8,0.2,0.0,30411147
b,3,0.1,0.8,0.1,0.1,30265025
b,3,0.1,0.8,0.0,0.2,30087204
b,3,0.1,0.9,0.1,0.0,29166836
b,3,0.1,0.9,0.0,0.1,29001757
b,3,0.1,1.0,0.0,0.0,27979882
b,3,0.2,0.0,1.0,0.0,29352519
b,3,0.2,0.0,0.9,0.1,29695796
b,3,0.2,0.0,0.8,0.2,29964173
b,3,0.2,0.0,0.7,0.3,30132381
b,3,0.2,0.0,0.6,0.4,30230838
b,3,0.2,0.0,0.5,0.5,30262732
b,3,0.2,0.0,0.4,0.6,30250165
b,3,0.2,0.0,0.3,0.7,30159726
b,3,0.2,0.0,0.2,0.8,30019939
b,3,0.2,0.0,0.1,0.9,29798303
b,3,0.2,0.0,0.0,1.0,29468605
b,3,0.2,0.1,0.9,0.0,29389713
b,3,0.2,0.1,0.8,0.1,29664312
b,3,0.2,0.1,0.7,0.2,29843788
b,3,0.2,0.1,0.6,0.3,29969488
b,3,0.2,0.1,0.5,0.4,30022440
b,3,0.2,0.1,0.4,0.5,30026635
b,3,0.2,0.1,0.3,0.6,29940707
b,3,0.2,0.1,0.2,0.7,29811509
b,3,0.2,0.1,0.1,0.8,29619572
b,3,0.2,0.1,0.0,0.9,29336071
b,3,0.2,0.2,0.8,0.0,29285274
b,3,0.2,0.2,0.7,0.1,29491989
b,3,0.2,0.2,0.6,0.2,29621318
b,3,0.2,0.2,0.5,0.3,29695663
b,3,0.2,0.2,0.4,0.4,29695825
b,3,0.2,0.2,0.3,0.5,29640886
b,3,0.2,0.2,0.2,0.6,29529036
b,3,0.2,0.2,0.1,0.7,29357141
b,3,0.2,0.2,0.0,0.8,29148646
b,3,0.2,0.3,0.7,0.0,29061878
b,3,0.2,0.3,0.6,0.1,29215222
b,3,0.2,0.3,0.5,0.2,29292098
b,3,0.2,0.3,0.4,0.3,29302982
b,3,0.2,0.3,0.3,0.4,29283438
b,3,0.2,0.3,0.2,0.5,29203223
