task,sigma_s,sigma_r,wb,wg,wr,error
b,3,0.2,0.3,0.1,0.6,29055329
b,3,0.2,0.3,0.0,0.7,28839399
b,3,0.2,0.4,0.6,0.0,28740795
b,3,0.2,0.4,0.5,0.1,28827363
b,3,0.2,0.4,0.4,0.2,28877692
b,3,0.2,0.4,0.3,0.3,28842757
b,3,0.2,0.4,0.2,0.4,28783724
b,3,0.2,0.4,0.1,0.5,28651135
b,3,0.2,0.4,0.0,0.6,28460014
b,3,0.2,0.5,0.5,0.0,28269710
b,3,0.2,0.5,0.4,0.1,28353772
b,3,0.2,0.5,0.3,0.2,28337880
b,3,0.2,0.5,0.2,0.3,28280600
b,3,0.2,0.5,0.1,0.4,28192921
b,3,0.2,0.5,0.0,0.5,28013475
b,3,0.2,0.6,0.4,0.0,27736107
b,3,0.2,0.6,0.3,0.1,27760524
b,3,0.2,0.6,0.2,0.2,27742390
b,3,0.2,0.6,0.1,0.3,27629963
b,3,0.2,0.6,0.0,0.4,27463168
b,3,0.2,0.7,0.3,0.0,27093898
b,3,0.2,0.7,0.2,0.1,27092289
b,3,0.2,0.7,0.1,0.2,27002390
b,3,0.2,0.7,0.0,0.3,26879962
b,3,0.2,0.8,0.2,0.0,26322695
b,3,0.2,0.8,0.1,0.1,26294675
b,3,0.2,0.8,0.0,0.2,26162767
b,3,0.2,0.9,0.1,0.0,25453896
b,3,0.2,0.9,0.0,0.1,25345346
b,3,0.2,1.0,0.0,0.0,24414276
c,1,0.05,0.0,1.0,0.0,11579005
c,1,0.05,0.0,0.9,0.1,11600575
c,1,0.05,0.0,0.8,0.2,11619646
c,1,0.05,0.0,0.7,0.3,11600363
c,1,0.05,0.0,0.6,0.4,11602757
c,1,0.05,0.0,0.5,0.5,11569246
c,1,0.05,0.0,0.4,0.6,11541840
c,1,0.05,0.0,0.3,0.7,11471854
c,1,0.05,0.0,0.2,0.8,11410768
c,1,0.05,0.0,0.1,0.9,11339545
c,1,0.05,0.0,0.0,1.0,11238403
c,1,0.05,0.1,0.9,0.0,11721599
c,1,0.05,0.1,0.8,0.1,11764439
c,1,0.05,0.1,0.7,0.2,11761423
c,1,0.05,0.1,0.6,0.3,11749946
c,1,0.05,0.1,0.5,0.4,11707843
c,1,0.05,0.1,0.4,0.5,11711177
c,1,0.05,0.1,0.3,0.6,11678481
c,1,0.05,0.1,0.2,0.7,11610637
c,1,0.05,0.1,0.1,0.8,11562145
c,1,0.05,0.1,0.0,0.9,11480967
c,1,0.05,0.2,0.8,0.0,11894566
c,1,0.05,0.2,0.7,0.1,11900051
c,1,0.05,0.2,0.6,0.2,11926456
c,1,0.05,0.2,0.5,0.3,11899314
c,1,0.05,0.2,0.4,0.4,11880332
c,1,0.05,0.2,0.3,0.5,11870474
c,1,0.05,0.2,0.2,0.6,11809609
c,1,0.05,0.2,0.1,0.7,11764056
c,1,0.05,0.2,0.0,0.8,11693842
c,1,0.05,0.3,0.7,0.0,12022288
c,1,0.05,0.3,0.6,0.1,12044013
c,1,0.05,0.3,0.5,0.2,12053125
c,1,0.05,0.3,0.4,0.3,12054436
c,1,0.05,0.3,0.3,0.4,12011851
c,1,0.05,0.3,0.2,0.5,11972700
c,1,0.05,0.3,0.1,0.6,11932842
c,1,0.05,0.3,0.0,0.7,11888058
c,1,0.05,0.4,0.6,0.0,12139287
c,1,0.05,0.4,0.5,0.1,12168619
c,1,0.05,0.4,0.4,0.2,12185115
c,1,0.05,0.4,0.3,0.3,12172703
c,1,0.05,0.4,0.2,0.4,12155782
c,1,0.05,0.4,0.1,0.5,12123285
c,1,0.05,0.4,0.0,0.6,12085309
c,1,0.05,0.5,0.5,0.0,12246458
c,1,0.05,0.5,0.4,0.1,12294954
c,1,0.05,0.5,0.3,0.2,12282484
c,1,0.05,0.5,0.2,0.3,12289789
c,1,0.05,0.5,0.1,0.4,12287450
c,1,0.05,0.5,0.0,0.5,12244048
c,1,0.05,0.6,0.4,0.0,12379016
c,1,0.05,0.6,0.3,0.1,12395871
c,1,0.05,0.6,0.2,0.2,12394179
c,1,0.05,0.6,0.1,0.3,12395441
c,1,0.05,0.6,0.0,0.4,12382781
c,1,0.05,0.7,0.3,0.0,12461949
c,1,0.05,0.7,0.2,0.1,12510338
c,1,0.05,0.7,0.1,0.2,12488983
c,1,0.05,0.7,0.0,0.3,12475751
c,1,0.05,0.8,0.2,0.0,12571832
c,1,0.05,0.8,0.1,0.1,12578272
c,1,0.05,0.8,0.0,0.2,12587488
c,1,0.05,0.9,0.1,0.0,12623728
c,1,0.05,0.9,0.0,0.1,12625844
c,1,0.05,1.0,0.0,0.0,12662110
c,1,0.1,0.0,1.0,0.0,10013398
c,1,0.1,0.0,0.9,0.1,10046633
c,1,0.1,0.0,0.8,0.2,10078193
c,1,0.1,0.0,0.7,0.3,10075888
c,1,0.1,0.0,0.6,0.4,10094810
c,1,0.1,0.0,0.5,0.5,10081394
c,1,0.1,0.0,0.4,0.6,10061129
c,1,0.1,0.0,0.3,0.7,10034590
c,1,0.1,0.0,0.2,0.8,9968189
c,1,0.1,0.0,0.1,0.9,9886776
c,1,0.1,0.0,0.0,1.0,9762369
c,1,0.1,0.1,0.9,0.0,10167498
c,1,0.1,0.1,0.8,0.1,10191440
c,1,0.1,0.1,0.7,0.2,10208249
c,1,0.1,0.1,0.6,0.3,10228235
c,1,0.1,0.1,0.5,0.4,10221972
c,1,0.1,0.1,0.4,0.5,10227556
c,1,0.1,0.1,0.3,0.6,10195892
c,1,0.1,0.1,0.2,0.7,10158130
c,1,0.1,0.1,0.1,0.8,10103388
c,1,0.1,0.1,0.0,0.9,9996167
c,1,0.1,0.2,0.8,0.0,10297790
c,1,0.1,0.2,0.7,0.1,10324768
c,1,0.1,0.2,0.6,0.2,10338142
c,1,0.1,0.2,0.5,0.3,10355535
c,1,0.1,0.2,0.4,0.4,10354438
c,1,0.1,0.2,0.3,0.5,10343589
c,1,0.1,0.2,0.2,0.6,10316053
c,1,0.1,0.2,0.1,0.7,10275479
c,1,0.1,0.2,0.0,0.8,10204449
c,1,0.1,0.3,0.7,0.0,10410680
c,1,0.1,0.3,0.6,0.1,10437222
c,1,0.1,0.3,0.5,0.2,10440836
c,1,0.1,0.3,0.4,0.3,10450103
c,1,0.1,0.3,0.3,0.4,10466513
c,1,0.1,0.3,0.2,0.5,10447269
c,1,0.1,0.3,0.1,0.6,10416305
c,1,0.1,0.3,0.0,0.7,10371114
c,1,0.1,0.4,0.6,0.0,10514772
c,1,0.1,0.4,0.5,0.1,10532543
c,1,0.1,0.4,0.4,0.2,10541769
c,1,0.1,0.4,0.3,0.3,10557048
c,1,0.1,0.4,0.2,0.4,10557659
c,1,0.1,0.4,0.1,0.5,10532415
c,1,0.1,0.4,0.0,0.6,10491609
c,1,0.1,0.5,0.5,0.0,10604177
c,1,0.1,0.5,0.4,0.1,10626690
c,1,0.1,0.5,0.3,0.2,10623637
c,1,0.1,0.5,0.2,0.3,10630566
c,1,0.1,0.5,0.1,0.4,10614970
c,1,0.1,0.5,0.0,0.5,10605176
c,1,0.1,0.6,0.4,0.0,10682183
c,1,0.1,0.6,0.3,0.1,10687145
c,1,0.1,0.6,0.2,0.2,10692089
c,1,0.1,0.6,0.1,0.3,10687970
c,1,0.1,0.6,0.0,0.4,10671600
c,1,0.1,0.7,0.3,0.0,10730259
c,1,0.1,0.7,0.2,0.1,10740998
c,1,0.1,0.7,0.1,0.2,10738358
c,1,0.1,0.7,0.0,0.3,10730479
c,1,0.1,0.8,0.2,0.0,10776648
c,1,0.1,0.8,0.1,0.1,10780642
c,1,0.1,0.8,0.0,0.2,10771210
c,1,0.1,0.9,0.1,0.0,10813541
c,1,0.1,0.9,0.0,0.1,10799261
c,1,0.1,1.0,0.0,0.0,10824814
c,1,0.2,0.0,1.0,0.0,7841766
c,1,0.2,0.0,0.9,0.1,7898691
c,1,0.2,0.0,0.8,0.2,7920591
c,1,0.2,0.0,0.7,0.3,7931018
c,1,0.2,0.0,0.6,0.4,7932806
c,1,0.2,0.0,0.5,0.5,7930395
c,1,0.2,0.0,0.4,0.6,7922082
c,1,0.2,0.0,0.3,0.7,7883870
c,1,0.2,0.0,0.2,0.8,7838601
c,1,0.2,0.0,0.1,0.9,7767855
c,1,0.2,0.0,0.0,1.0,7663376
c,1,0.2,0.1,0.9,0.0,7969682
c,1,0.2,0.1,0.8,0.1,8005216
c,1,0.2,0.1,0.7,0.2,8023071
c,1,0.2,0.1,0.6,0.3,8032748
c,1,0.2,0.1,0.5,0.4,8027475
c,1,0.2,0.1,0.4,0.5,8022772
c,1,0.2,0.1,0.3,0.6,8006245
c,1,0.2,0.1,0.2,0.7,7963291
c,1,0.2,0.1,0.1,0.8,7925545
c,1,0.2,0.1,0.0,0.9,7853349
c,1,0.2,0.2,0.8,0.0,8065950
c,1,0.2,0.2,0.7,0.1,8092769
c,1,0.2,0.2,0.6,0.2,8115675
c,1,0.2,0.2,0.5,0.3,8120153
c,1,0.2,0.2,0.4,0.4,8118103
c,1,0.2,0.2,0.3,0.5,8101821
c,1,0.2,0.2,0.2,0.6,8081698
c,1,0.2,0.2,0.1,0.7,8039698
c,1,0.2,0.2,0.0,0.8,7995430
c,1,0.2,0.3,0.7,0.0,8132342
c,1,0.2,0.3,0.6,0.1,8166517
c,1,0.2,0.3,0.5,0.2,8189441
c,1,0.2,0.3,0.4,0.3,8197242
c,1,0.2,0.3,0.3,0.4,8190401
c,1,0.2,0.3,0.2,0.5,8175286
c,1,0.2,0.3,0.1,0.6,8140764
c,1,0.2,0.3,0.0,0.7,8105137
c,1,0.2,0.4,0.6,0.0,8201450
c,1,0.2,0.4,0.5,0.1,8229463
c,1,0.2,0.4,0.4,0.2,8242501
c,1,0.2,0.4,0.3,0.3,8246448
c,1,0.2,0.4,0.2,0.4,8241811
c,1,0.2,0.4,0.1,0.5,8223132
c,1,0.2,0.4,0.0,0.6,8193549
c,1,0.2,0.5,0.5,0.0,8252496
c,1,0.2,0.5,0.4,0.1,8280289
c,1,0.2,0.5,0.3,0.2,8296350
c,1,0.2,0.5,0.2,0.3,8288111
c,1,0.2,0.5,0.1,0.4,8279164
c,1,0.2,0.5,0.0,0.5,8264172
c,1,0.2,0.6,0.4,0.0,8295755
c,1,0.2,0.6,0.3,0.1,8327369
c,1,0.2,0.6,0.2,0.2,8330352
c,1,0.2,0.6,0.1,0.3,8331933
c,1,0.2,0.6,0.0,0.4,8316912
c,1,0.2,0.7,0.3,0.0,8336659
c,1,0.2,0.7,0.2,0.1,8359392
c,1,0.2,0.7,0.1,0.2,8373379
c,1,0.2,0.7,0.0,0.3,8360732
c,1,0.2,0.8,0.2,0.0,8360701
c,1,0.2,0.8,0.1,0.1,8386022
c,1,0.2,0.8,0.0,0.2,8396969
c,1,0.2,0.9,0.1,0.0,8396291
c,1,0.2,0.9,0.0,0.1,8420289
c,1,0.2,1.0,0.0,0.0,8405571
c,2,0.05,0.0,1.0,0.0,14695191
c,2,0.05,0.0,0.9,0.1,14737113
c,2,0.05,0.0,0.8,0.2,14776395
c,2,0.05,0.0,0.7,0.3,14752840
c,2,0.05,0.0,0.6,0.4,14672489
c,2,0.05,0.0,0.5,0.5,14638651
c,2,0.05,0.0,0.4,0.6,14597063
c,2,0.05,0.0,0.3,0.7,14521081
c,2,0.05,0.0,0.2,0.8,14418917
c,2,0.05,0.0,0.1,0.9,14337220
c,2,0.05,0.0,0.0,1.0,14273153
c,2,0.05,0.1,0.9,0.0,14895808
c,2,0.05,0.1,0.8,0.1,14987128
c,2,0.05,0.1,0.7,0.2,14996691
c,2,0.05,0.1,0.6,0.3,14963485
c,2,0.05,0.1,0.5,0.4,14917822
c,2,0.05,0.1,0.4,0.5,14899210
c,2,0.05,0.1,0.3,0.6,14832150
c,2,0.05,0.1,0.2,0.7,14735925
c,2,0.05,0.1,0.1,0.8,14697230
c,2,0.05,0.1,0.0,0.9,14590285
c,2,0.05,0.2,0.8,0.0,15176286
c,2,0.05,0.2,0.7,0.1,15196582
c,2,0.05,0.2,0.6,0.2,15219151
c,2,0.05,0.2,0.5,0.3,15173378
c,2,0.05,0.2,0.4,0.4,15155616
c,2,0.05,0.2,0.3,0.5,15102277
c,2,0.05,0.2,0.2,0.6,15067095
c,2,0.05,0.2,0.1,0.7,14981154
c,2,0.05,0.2,0.0,0.8,14898142
c,2,0.05,0.3,0.7,0.0,15380602
c,2,0.05,0.3,0.6,0.1,15397229
c,2,0.05,0.3,0.5,0.2,15402698
c,2,0.05,0.3,0.4,0.3,15398684
c,2,0.05,0.3,0.3,0.4,15369550
c,2,0.05,0.3,0.2,0.5,15308458
c,2,0.05,0.3,0.1,0.6,15276353
c,2,0.05,0.3,0.0,0.7,15226629
c,2,0.05,0.4,0.6,0.0,15641694
c,2,0.05,0.4,0.5,0.1,15620588
c,2,0.05,0.4,0.4,0.2,15631041
c,2,0.05,0.4,0.3,0.3,15607407
c,2,0.05,0.4,0.2,0.4,15596493
c,2,0.05,0.4,0.1,0.5,15534127
c,2,0.05,0.4,0.0,0.6,15496978
c,2,0.05,0.5,0.5,0.0,15860177
c,2,0.05,0.5,0.4,0.1,15849514
c,2,0.05,0.5,0.3,0.2,15821142
c,2,0.05,0.5,0.2,0.3,15816037
c,2,0.05,0.5,0.1,0.4,15784572
c,2,0.05,0.5,0.0,0.5,15789031
c,2,0.05,0.6,0.4,0.0,16082823
c,2,0.05,0.6,0.3,0.1,16050558
c,2,0.05,0.6,0.2,0.2,16060587
c,2,0.05,0.6,0.1,0.3,16040181
c,2,0.05,0.6,0.0,0.4,16015081
c,2,0.05,0.7,0.3,0.0,16283582
c,2,0.05,0.7,0.2,0.1,16284303
c,2,0.05,0.7,0.1,0.2,16253665
c,2,0.05,0.7,0.0,0.3,16232862
c,2,0.05,0.8,0.2,0.0,16454175
c,2,0.05,0.8,0.1,0.1,16437852
c,2,0.05,0.8,0.0,0.2,16415462
c,2,0.05,0.9,0.1,0.0,16571466
c,2,0.05,0.9,0.0,0.1,16582791
c,2,0.05,1.0,0.0,0.0,16663397
c,2,0.1,0.0,1.0,0.0,13540941
c,2,0.1,0.0,0.9,0.1,13564933
c,2,0.1,0.0,0.8,0.2,13591924
c,2,0.1,0.0,0.7,0.3,13600334
c,2,0.1,0.0,0.6,0.4,13618528
c,2,0.1,0.0,0.5,0.5,13595814
c,2,0.1,0.0,0.4,0.6,13602535
c,2,0.1,0.0,0.3,0.7,13555776
c,2,0.1,0.0,0.2,0.8,13487190
c,2,0.1,0.0,0.1,0.9,13363066
c,2,0.1,0.0,0.0,1.0,13236070
c,2,0.1,0.1,0.9,0.0,13811506
c,2,0.1,0.1,0.8,0.1,13832813
c,2,0.1,0.1,0.7,0.2,13852879
c,2,0.1,0.1,0.6,0.3,13849576
c,2,0.1,0.1,0.5,0.4,13855825
c,2,0.1,0.1,0.4,0.5,13862995
c,2,0.1,0.1,0.3,0.6,13838907
c,2,0.1,0.1,0.2,0.7,13801332
c,2,0.1,0.1,0.1,0.8,13714751
c,2,0.1,0.1,0.0,0.9,13578665
c,2,0.1,0.2,0.8,0.0,14072540
c,2,0.1,0.2,0.7,0.1,14080604
c,2,0.1,0.2,0.6,0.2,14073674
c,2,0.1,0.2,0.5,0.3,14067656
c,2,0.1,0.2,0.4,0.4,14074539
c,2,0.1,0.2,0.3,0.5,14041168
c,2,0.1,0.2,0.2,0.6,14025977
c,2,0.1,0.2,0.1,0.7,13971343
c,2,0.1,0.2,0.0,0.8,13898980
c,2,0.1,0.3,0.7,0.0,14264519
c,2,0.1,0.3,0.6,0.1,14297597
c,2,0.1,0.3,0.5,0.2,14277965
c,2,0.1,0.3,0.4,0.3,14248143
c,2,0.1,0.3,0.3,0.4,14258573
c,2,0.1,0.3,0.2,0.5,14242056
c,2,0.1,0.3,0.1,0.6,14217054
c,2,0.1,0.3,0.0,0.7,14183171
c,2,0.1,0.4,0.6,0.0,14428675
c,2,0.1,0.4,0.5,0.1,14463572
c,2,0.1,0.4,0.4,0.2,14447013
c,2,0.1,0.4,0.3,0.3,14429276
c,2,0.1,0.4,0.2,0.4,14416263
c,2,0.1,0.4,0.1,0.5,14388633
c,2,0.1,0.4,0.0,0.6,14374995
c,2,0.1,0.5,0.5,0.0,14576376
c,2,0.1,0.5,0.4,0.1,14602949
c,2,0.1,0.5,0.3,0.2,14588248
c,2,0.1,0.5,0.2,0.3,14570185
c,2,0.1,0.5,0.1,0.4,14537466
c,2,0.1,0.5,0.0,0.5,14542495
c,2,0.1,0.6,0.4,0.0,14703776
c,2,0.1,0.6,0.3,0.1,14719689
c,2,0.1,0.6,0.2,0.2,14733915
c,2,0.1,0.6,0.1,0.3,14720266
c,2,0.1,0.6,0.0,0.4,14666550
c,2,0.1,0.7,0.3,0.0,14836894
c,2,0.1,0.7,0.2,0.1,14860666
c,2,0.1,0.7,0.1,0.2,14843607
c,2,0.1,0.7,0.0,0.3,14822385
c,2,0.1,0.8,0.2,0.0,14942102
c,2,0.1,0.8,0.1,0.1,14961526
c,2,0.1,0.8,0.0,0.2,14951606
c,2,0.1,0.9,0.1,0.0,15026070
c,2,0.1,0.9,0.0,0.1,15046753
c,2,0.1,1.0,0.0,0.0,15080010
c,2,0.2,0.0,1.0,0.0,11866334
c,2,0.2,0.0,0.9,0.1,11921905
c,2,0.2,0.0,0.8,0.2,11951531
c,2,0.2,0.0,0.7,0.3,11967215
c,2,0.2,0.0,0.6,0.4,11975456
c,2,0.2,0.0,0.5,0.5,11959583
c,2,0.2,0.0,0.4,0.6,11932945
c,2,0.2,0.0,0.3,0.7,11904714
c,2,0.2,0.0,0.2,0.8,11828276
c,2,0.2,0.0,0.1,0.9,11735411
c,2,0.2,0.0,0.0,1.0,11573188
c,2,0.2,0.1,0.9,0.0,12034185
c,2,0.2,0.1,0.8,0.1,12092564
c,2,0.2,0.1,0.7,0.2,12118019
c,2,0.2,0.1,0.6,0.3,12121542
c,2,0.2,0.1,0.5,0.4,12114479
c,2,0.2,0.1,0.4,0.5,12097961
c,2,0.2,0.1,0.3,0.6,12078476
c,2,0.2,0.1,0.2,0.7,12038673
c,2,0.2,0.1,0.1,0.8,11978469
c,2,0.2,0.1,0.0,0.9,11870411
c,2,0.2,0.2,0.8,0.0,12202611
c,2,0.2,0.2,0.7,0.1,12225329
c,2,0.2,0.2,0.6,0.2,12254537
c,2,0.2,0.2,0.5,0.3,12265730
c,2,0.2,0.2,0.4,0.4,12251039
c,2,0.2,0.2,0.3,0.5,12220815
c,2,0.2,0.2,0.2,0.6,12193208
c,2,0.2,0.2,0.1,0.7,12145229
c,2,0.2,0.2,0.0,0.8,12072834
c,2,0.2,0.3,0.7,0.0,12324868
c,2,0.2,0.3,0.6,0.1,12348047
c,2,0.2,0.3,0.5,0.2,12379644
c,2,0.2,0.3,0.4,0.3,12363325
c,2,0.2,0.3,0.3,0.4,12362470
c,2,0.2,0.3,0.2,0.5,12335132
c,2,0.2,0.3,0.1,0.6,12290385
c,2,0.2,0.3,0.0,0.7,12251599
c,2,0.2,0.4,0.6,0.0,12431435
c,2,0.2,0.4,0.5,0.1,12465606
c,2,0.2,0.4,0.4,0.2,12472928
c,2,0.2,0.4,0.3,0.3,12476294
c,2,0.2,0.4,0.2,0.4,12457498
c,2,0.2,0.4,0.1,0.5,12418238
c,2,0.2,0.4,0.0,0.6,12376023
c,2,0.2,0.5,0.5,0.0,12527338
c,2,0.2,0.5,0.4,0.1,12561906
c,2,0.2,0.5,0.3,0.2,12568309
c,2,0.2,0.5,0.2,0.3,12558184
c,2,0.2,0.5,0.1,0.4,12532397
c,2,0.2,0.5,0.0,0.5,12509671
c,2,0.2,0.6,0.4,0.0,12605294
c,2,0.2,0.6,0.3,0.1,12633852
c,2,0.2,0.6,0.2,0.2,12644331
c,2,0.2,0.6,0.1,0.3,12632635
c,2,0.2,0.6,0.0,0.4,12612524
c,2,0.2,0.7,0.3,0.0,12683612
c,2,0.2,0.7,0.2,0.1,12710776
c,2,0.2,0.7,0.1,0.2,12704393
c,2,0.2,0.7,0.0,0.3,12689428
c,2,0.2,0.8,0.2,0.0,12741173
c,2,0.2,0.8,0.1,0.1,12750469
c,2,0.2,0.8,0.0,0.2,12753183
c,2,0.2,0.9,0.1,0.0,12786345
c,2,0.2,0.9,0.0,0.1,12795961
c,2,0.2,1.0,0.0,0.0,12816359
c,3,0.05,0.0,1.0,0.0,16686547
c,3,0.05,0.0,0.9,0.1,16730306
c,3,0.05,0.0,0.8,0.2,16781033
c,3,0.05,0.0,0.7,0.3,16769228
c,3,0.05,0.0,0.6,0.4,16677820
c,3,0.05,0.0,0.5,0.5,16632837
c,3,0.05,0.0,0.4,0.6,16575875
c,3,0.05,0.0,0.3,0.7,16456068
c,3,0.05,0.0,0.2,0.8,16352983
c,3,0.05,0.0,0.1,0.9,16298978
c,3,0.05,0.0,0.0,1.0,16281245
c,3,0.05,0.1,0.9,0.0,16933529
c,3,0.05,0.1,0.8,0.1,17051176
c,3,0.05,0.1,0.7,0.2,17079808
c,3,0.05,0.1,0.6,0.3,17056643
c,3,0.05,0.1,0.5,0.4,17009204
c,3,0.05,0.1,0.4,0.5,16970099
c,3,0.05,0.1,0.3,0.6,16867416
c,3,0.05,0.1,0.2,0.7,16750023
c,3,0.05,0.1,0.1,0.8,16711041
c,3,0.05,0.1,0.0,0.9,16593889
c,3,0.05,0.2,0.8,0.0,17299000
c,3,0.05,0.2,0.7,0.1,17311294
c,3,0.05,0.2,0.6,0.2,17335188
c,3,0.05,0.2,0.5,0.3,17270734
c,3,0.05,0.2,0.4,0.4,17258783
c,3,0.05,0.2,0.3,0.5,17171148
c,3,0.05,0.2,0.2,0.6,17156061
c,3,0.05,0.2,0.1,0.7,17040998
c,3,0.05,0.2,0.0,0.8,16962563
c,3,0.05,0.3,0.7,0.0,17594907
c,3,0.05,0.3,0.6,0.1,17610829
c,3,0.05,0.3,0.5,0.2,17605891
c,3,0.05,0.3,0.4,0.3,17567751
c,3,0.05,0.3,0.3,0.4,17549354
c,3,0.05,0.3,0.2,0.5,17475385
c,3,0.05,0.3,0.1,0.6,17458650
c,3,0.05,0.3,0.0,0.7,17384857
c,3,0.05,0.4,0.6,0.0,17966811
c,3,0.05,0.4,0.5,0.1,17975698
c,3,0.05,0.4,0.4,0.2,17954911
c,3,0.05,0.4,0.3,0.3,17908202
c,3,0.05,0.4,0.2,0.4,17901929
c,3,0.05,0.4,0.1,0.5,17822980
c,3,0.05,0.4,0.0,0.6,17777390
c,3,0.05,0.5,0.5,0.0,18296662
c,3,0.05,0.5,0.4,0.1,18286296
c,3,0.05,0.5,0.3,0.2,18261816
c,3,0.05,0.5,0.2,0.3,18216899
c,3,0.05,0.5,0.1,0.4,18174929
c,3,0.05,0.5,0.0,0.5,18175344
c,3,0.05,0.6,0.4,0.0,18629990
c,3,0.05,0.6,0.3,0.1,18606266
c,3,0.05,0.6,0.2,0.2,18584359
c,3,0.05,0.6,0.1,0.3,18543334
c,3,0.05,0.6,0.0,0.4,18510685
c,3,0.05,0.7,0.3,0.0,18913737
c,3,0.05,0.7,0.2,0.1,18934612
c,3,0.05,0.7,0.1,0.2,18835995
c,3,0.05,0.7,0.0,0.3,18805247
c,3,0.05,0.8,0.2,0.0,19155142
c,3,0.05,0.8,0.1,0.1,19154364
c,3,0.05,0.8,0.0,0.2,19115565
c,3,0.05,0.9,0.1,0.0,19361663
c,3,0.05,0.9,0.0,0.1,19374340
c,3,0.05,1.0,0.0,0.0,19499908
c,3,0.1,0.0,1.0,0.0,16046894
c,3,0.1,0.0,0.9,0.1,16049875
c,3,0.1,0.0,0.8,0.2,16060575
c,3,0.1,0.0,0.7,0.3,16082911
c,3,0.1,0.0,0.6,0.4,16093501
c,3,0.1,0.0,0.5,0.5,16093840
c,3,0.1,0.0,0.4,0.6,16076260
c,3,0.1,0.0,0.3,0.7,16012895
c,3,0.1,0.0,0.2,0.8,15918731
c,3,0.1,0.0,0.1,0.9,15839652
c,3,0.1,0.0,0.0,1.0,15745896
c,3,0.1,0.1,0.9,0.0,16423936
c,3,0.1,0.1,0.8,0.1,16452509
c,3,0.1,0.1,0.7,0.2,16422062
c,3,0.1,0.1,0.6,0.3,16430972
c,3,0.1,0.1,0.5,0.4,16428920
c,3,0.1,0.1,0.4,0.5,16435195
c,3,0.1,0.1,0.3,0.6,16407969
c,3,0.1,0.1,0.2,0.7,16345213
c,3,0.1,0.1,0.1,0.8,16273924
c,3,0.1,0.1,0.0,0.9,16153045
c,3,0.1,0.2,0.8,0.0,16780468
c,3,0.1,0.2,0.7,0.1,16801663
c,3,0.1,0.2,0.6,0.2,16769828
c,3,0.1,0.2,0.5,0.3,16744051
c,3,0.1,0.2,0.4,0.4,16749629
c,3,0.1,0.2,0.3,0.5,16730590
c,3,0.1,0.2,0.2,0.6,16718971
c,3,0.1,0.2,0.1,0.7,16668492
c,3,0.1,0.2,0.0,0.8,16580260
c,3,0.1,0.3,0.7,0.0,17108933
c,3,0.1,0.3,0.6,0.1,17141402
c,3,0.1,0.3,0.5,0.2,17104660
c,3,0.1,0.3,0.4,0.3,17056216
c,3,0.1,0.3,0.3,0.4,17057874
c,3,0.1,0.3,0.2,0.5,17031575
c,3,0.1,0.3,0.1,0.6,17015626
c,3,0.1,0.3,0.0,0.7,16959180
c,3,0.1,0.4,0.6,0.0,17410566
c,3,0.1,0.4,0.5,0.1,17419098
c,3,0.1,0.4,0.4,0.2,17387472
c,3,0.1,0.4,0.3,0.3,17339827
c,3,0.1,0.4,0.2,0.4,17331089
c,3,0.1,0.4,0.1,0.5,17293039
c,3,0.1,0.4,0.0,0.6,17250974
c,3,0.1,0.5,0.5,0.0,17650943
c,3,0.1,0.5,0.4,0.1,17645788
c,3,0.1,0.5,0.3,0.2,17622020
c,3,0.1,0.5,0.2,0.3,17585484
c,3,0.1,0.5,0.1,0.4,17536239
c,3,0.1,0.5,0.0,0.5,17525741
c,3,0.1,0.6,0.4,0.0,17862486
c,3,0.1,0.6,0.3,0.1,17871693
c,3,0.1,0.6,0.2,0.2,17870248
c,3,0.1,0.6,0.1,0.3,17811090
c,3,0.1,0.6,0.0,0.4,17760302
c,3,0.1,0.7,0.3,0.0,18074246
c,3,0.1,0.7,0.2,0.1,18088016
c,3,0.1,0.7,0.1,0.2,18062113
c,3,0.1,0.7,0.0,0.3,18001215
c,3,0.1,0.8,0.2,0.0,18232786
c,3,0.1,0.8,0.1,0.1,18235438
c,3,0.1,0.8,0.0,0.2,18234794
c,3,0.1,0.9,0.1,0.0,18366184
c,3,0.1,0.9,0.0,0.1,18388612
c,3,0.1,1.0,0.0,0.0,18481241
c,3,0.2,0.0,1.0,0.0,15044156
c,3,0.2,0.0,0.9,0.1,15101865
c,3,0.2,0.0,0.8,0.2,15143063
c,3,0.2,0.0,0.7,0.3,15152314
c,3,0.2,0.0,0.6,0.4,15159752
c,3,0.2,0.0,0.5,0.5,15154133
c,3,0.2,0.0,0.4,0.6,15119830
c,3,0.2,0.0,0.3,0.7,15070452
c,3,0.2,0.0,0.2,0.8,15002115
c,3,0.2,0.0,0.1,0.9,14916205
c,3,0.2,0.0,0.0,1.0,14766689
c,3,0.2,0.1,0.9,0.0,15314039
c,3,0.2,0.1,0.8,0.1,15371644
c,3,0.2,0.1,0.7,0.2,15393369
c,3,0.2,0.1,0.6,0.3,15409784
c,3,0.2,0.1,0.5,0.4,15402185
c,3,0.2,0.1,0.4,0.5,15390447
c,3,0.2,0.1,0.3,0.6,15350388
c,3,0.2,0.1,0.2,0.7,15290201
c,3,0.2,0.1,0.1,0.8,15226059
c,3,0.2,0.1,0.0,0.9,15129340
c,3,0.2,0.2,0.8,0.0,15537729
c,3,0.2,0.2,0.7,0.1,15562470
c,3,0.2,0.2,0.6,0.2,15598742
